,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0017951137062077443,0.9999585586969884,0.9999709496038887,0.999941714572824
Gaussian,0.0,0.0005036570374923171,0.9999967194222495,0.9999975027592098,0.999995710191625
TinyImageNet (Crop),0.003,0.017876736324523662,0.9983462277197295,0.9988055249289752,0.9977508263146802
TinyImageNet (Resize),0.0038732035470390377,0.017006545874370407,0.9984948548463314,0.998915441466732,0.9979573145364792
LSUN (Crop),0.0131,0.02910897357098955,0.9961886908420405,0.9972090448556786,0.9949677005334632
LSUN (Resize),0.0051,0.017626736324523662,0.9984259449907805,0.9988538443295236,0.9978757047145708
iSUN,0.003249299719887955,0.015353066856736548,0.9987338574028259,0.9991659839865288,0.9981121984475856
Cifar10,0.0544,0.047997848801475104,0.9876687922556853,0.9955727054391094,0.9641722529983894
Cifar100,0.0856,0.05912403196066379,0.9836272126613399,0.9938724502002029,0.9567524329395464
imagenet_a,0.039733333333333336,0.04366273304650686,0.990711216963737,0.9949961204523421,0.9827628802951356
imagenet_o,0.1185,0.07227888752304856,0.9779148355869698,0.9964346220326383,0.8873241867922398
All,0.017158529398431478,0.03134722852969071,0.9959850620826255,0.9804117364325533,0.9993787964594774
