,Uniform,Gaussian,TinyImageNet (Crop),TinyImageNet (Resize),LSUN (Crop),LSUN (Resize),iSUN,Cifar10,Cifar100,All
Max_out,0.9527814113398895,0.9570885295021514,0.9374912607559927,0.9293724495296696,0.9241534035033805,0.9062042370928088,0.9149877806070186,0.9207068531038721,0.9149047710510143,0.9301918510842548
Max_relu_32,0.007074362323294407,4.8647818070067603e-05,0.055697161186232316,0.024252314659792888,0.23265449830977258,0.008452397049784875,0.016027444782461236,0.09304427627535342,0.10648362015980331,0.05611022344109456
Max_relu_0,0.10675875460971113,0.02094837507682852,0.12802836124769515,0.09209858817827812,0.2965564881684081,0.06553010909649662,0.07984690249793831,0.17831813153042408,0.17542664413030118,0.12145851470364519
Max_relu_1,9.910878918254473e-06,0.0,0.01706518131530424,0.004620161400813423,0.17919880531653348,0.0011390365703749109,0.0032752191226828667,0.03987658266748617,0.053217025199754145,0.03193148133408905
Max_relu_2,3.7922556853103864e-05,4.456054087277218e-07,0.009130174400737549,0.0021984107498970854,0.17847253764597415,0.00028027811923786005,0.0008841864957414971,0.013996934542102026,0.026331453595574688,0.02680242197104541
Max_relu_3,2.8541794714197888e-05,0.0,0.015356188537185,0.004653642221514599,0.17193049323909035,0.0012595805162876387,0.002993841666967943,0.029642877996312225,0.04192184234787953,0.029414099818465496
Max_relu_4,8.544483712354024e-05,9.480639213275946e-06,0.019234949293177622,0.006738881454449131,0.17219108789182544,0.002093749999999994,0.0027600161146203914,0.0347668561770129,0.04496047940995698,0.030805884402571072
Max_relu_5,3.712354025814382e-05,0.0,0.010458189920098337,0.0026360576606529835,0.1574520705285802,0.0006791333743085403,0.0014481896015935453,0.02432211124769515,0.03445699907805777,0.02564199577276094
Max_relu_6,0.0006667332513829133,0.00034560540872771966,0.016197864167178853,0.008747022004138821,0.1893937999385372,0.0081706246158574,0.009525970191395543,0.020264843269821753,0.02391262292562999,0.03225297096163014
Max_relu_7,0.006609772587584511,0.005080988783036262,0.03791175476336816,0.027470212680384534,0.23986065995697603,0.030250610786724023,0.03256147142323432,0.03480378764597418,0.03937481561155501,0.052430302201333004
Max_relu_8,0.10243284803318992,0.0737015135218193,0.2500568223724647,0.21669935552689534,0.5185459549784881,0.22892287569145667,0.24373512281372292,0.18631775507068224,0.1990039336201598,0.2281622375738575
Max_relu_9,0.005031080977258758,0.003604886293792256,0.041548816840811305,0.028102847881506264,0.2905460548555624,0.03020941917639827,0.033000693823933995,0.03720510141364475,0.04393124615857407,0.05950686537598294
Max_relu_10,0.7184276659496005,0.7039058274431469,0.6455849147203443,0.6492857837342114,0.7812077289489858,0.6424084434542101,0.6811854834127873,0.5143753918254456,0.5289534419176398,0.6678230191723453
Max_relu_11,0.004583332052858021,0.0032494929317762756,0.040151763214505226,0.026546066069738337,0.2870380147510756,0.02798544483712353,0.030442941159254115,0.03540888905961894,0.04233405808236017,0.0578000141947753
Max_relu_12,0.31679540949600493,0.2709680047633682,0.4421239205593116,0.4077032520350669,0.6649568953595575,0.38711420559311616,0.4205250551357605,0.31196969114935463,0.32815418715427164,0.40354306126847206
Max_relu_13,0.004314893208358943,0.0029461240012292555,0.04721100184388445,0.03178966924786266,0.29110295021511984,0.033832490780577734,0.036640402934375954,0.04426226183159188,0.051676590350338045,0.06239424027867098
Max_relu_14,0.034317224953902895,0.03340254302397049,0.1938877381684081,0.15982272776621353,0.513400422556853,0.18971856177012908,0.1937822916505262,0.14760772894898586,0.1490278426551936,0.1832449006534343
Max_relu_15,0.49546628764597417,0.5096622887215734,0.6668638944376153,0.6741936036072551,0.7732153925937308,0.7220762292562999,0.728001218926415,0.5604334665027658,0.5566585586969883,0.6397356403228478
Max_relu_16,0.6082352297172711,0.5982775968039337,0.6857115511677934,0.6961765208162608,0.7282484019668101,0.7116577097418562,0.7201798992491895,0.568178434234788,0.5677728334357713,0.6637224989694269
Max_relu_17,0.636577635218193,0.6559751651813153,0.7208739935464045,0.7297149139636487,0.8104649777197295,0.7740447948678549,0.7808292573329271,0.6225029118008605,0.6176880531653349,0.7151551340271245
Max_relu_18,0.6061956054087276,0.6285031384449908,0.6983821988322065,0.6875073414265951,0.7919581783958205,0.722653184542102,0.7185570958561667,0.6147099339274739,0.6137575291948372,0.6830105285905131
Max_relu_19,0.6946333743085433,0.7200645782114321,0.755422725875845,0.7649258955224864,0.8356490511677934,0.8071882721266134,0.8116483612498472,0.6638429932390904,0.6553732175783651,0.755363628532254
Max_relu_20,0.8395834357713583,0.8506706246158574,0.8618647779655808,0.8661891604427553,0.9056429433005531,0.8650504379225569,0.8707015928682474,0.7955226336816226,0.8038979717271051,0.8572243801089168
Max_relu_21,0.8463420981868469,0.8577087776582668,0.8688262676705593,0.8758282577907455,0.9097590657652119,0.8995228372771973,0.902758983126133,0.8075980562384757,0.7984407882606023,0.8700170144490699
Max_relu_22,0.9222046327596805,0.9293636831591887,0.9097551628764597,0.9153878345286455,0.9115472456976031,0.9125043292870314,0.9150492175973033,0.8617032728948986,0.8585537569145667,0.9094025604356766
Max_relu_23,0.8519752035955745,0.8635850069145667,0.8740987976336816,0.8804617159834078,0.9157420636140136,0.902764704978488,0.9057702005202818,0.8123847495390288,0.8048775891210818,0.8749514630641706
Max_relu_24,0.9712946412108174,0.9737961240012293,0.9648372349416102,0.9619284227586697,0.9671209319299324,0.9632139904732636,0.9664122932516583,0.9427539336201598,0.9357436616472035,0.9634452686809301
Max_relu_25,0.9410399316226182,0.9457606177012907,0.9371416948371235,0.9418708308919338,0.9553896665642285,0.949867708973571,0.9549559301286586,0.8978238936693301,0.8892054548248309,0.9397330234929151
Max_relu_26,0.8978084741856176,0.9002439843269823,0.9006177973263674,0.8902059112368197,0.9067509373079286,0.9060624884757222,0.9072799261068902,0.8744177012907192,0.8629023970497849,0.8970829206916421
Max_relu_27,0.9357250076828518,0.9360431853103871,0.947350361094038,0.939463720024505,0.9519996389059617,0.9430815957283345,0.9484684094904094,0.9316379917025199,0.9270719652735095,0.9413445791500484
Max_relu_28,0.954479471419791,0.9531140788260601,0.9432707936385987,0.9341498114298784,0.9299243354333129,0.9213139328518746,0.9339362327598526,0.908498901352182,0.9076642286416718,0.9347968711769186
Max_relu_29,0.9202918216041795,0.9199029463736941,0.9325312231100183,0.923755999766202,0.932744729563614,0.9270189267055932,0.9314797818328314,0.911763783036263,0.9131601106330669,0.9249383142207106
Max_relu_30,0.7163714966195451,0.7176437999385372,0.6749843692378611,0.6325520805109627,0.6622534227105101,0.6604031845421021,0.6487747809633995,0.5793023355869699,0.5979503534111862,0.6629636958629818
Max_relu_31,0.709261028733866,0.7071349031960663,0.7606188191456669,0.7296161042348199,0.7543505070682237,0.7546275007682852,0.7620915262232736,0.6989812692071296,0.6943360402581439,0.7339265978286678
Min_out,0.05137900660725261,0.05864718807621389,0.10064895129071912,0.10283731376738864,0.10957477719729564,0.11976250384142595,0.10531037860749709,0.10370972649047328,0.10944011985248925,0.09417173232431983
