,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0005,0.9999983800000001,0.9999967716053253,0.999999189622457
Gaussian,0.0,0.00135,0.99997276,0.9999481894737343,0.9999862042046388
TinyImageNet (Crop),0.1355,0.08585,0.97667716,0.9598788039366741,0.9879955702616142
TinyImageNet (Resize),0.1433085312404444,0.09000365915808786,0.9751449393537867,0.9574501146153783,0.987067986884447
LSUN (Crop),0.2853,0.13524999999999998,0.94697916,0.9156099850220532,0.9714945465330086
LSUN (Resize),0.1843,0.10075,0.9692996,0.9492704704993912,0.983943474662494
iSUN,0.17210084033613446,0.10154313725490197,0.9695147338935575,0.9521660646428544,0.9826044124706841
SVHN,0.11067148125384142,0.0769642286416718,0.9803258297480025,0.9269070580311805,0.9959968683191994
Cifar10,0.8554,0.31220000000000003,0.73883488,0.746633655321052,0.695417149555144
All,0.16188557453291635,0.10100873225884051,0.9658743585117473,0.6660115802383076,0.9981726378790012
