,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0001,0.9999998,0.9999995999358975,0.9999999000549645
Gaussian,0.0,0.0009499999999999999,0.9999964400000001,0.9999929181759543,0.9999982184877639
TinyImageNet (Crop),0.1382,0.0877,0.97534138,0.9579368436449573,0.9872301472708096
TinyImageNet (Resize),0.14769136683314646,0.09191031495260421,0.9735509733972073,0.9550404495485699,0.9861680135868233
LSUN (Crop),0.2774,0.1318,0.9472732399999999,0.9165150954953112,0.9714791234640393
LSUN (Resize),0.1908,0.10464999999999999,0.9663128400000001,0.9445294758107405,0.9822844701309046
iSUN,0.18084033613445377,0.10355826330532213,0.9673101848739496,0.9494119160801289,0.9811767300976089
SVHN,0.0942301782421635,0.0710401659496005,0.9824677012907191,0.9319890788526078,0.9964625444388191
Cifar10,0.849,0.3106,0.73875164,0.7476894960884811,0.694708214663623
imagenet_a,0.6150666666666667,0.21003333333333335,0.8656255733333333,0.8384319818237994,0.8885984502696163
imagenet_o,0.7155,0.25880000000000003,0.8106681,0.9149906270136516,0.6164342220796262
All,0.20014093787751217,0.11771645861551415,0.9559694915254237,0.60170482670212,0.9978114722635519
