,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.00033048555623847574,0.9999854025814383,0.9999901033435307,0.9999791140060938
Gaussian,0.0,3.8414259373079284e-05,0.999999692685925,0.9999997646185088,0.9999995992580925
TinyImageNet (Crop),0.001,0.009359096496619545,0.9994609480639214,0.9996078775060606,0.9992532816129182
TinyImageNet (Resize),0.0005096320456630313,0.00927476290206977,0.9995712371942812,0.9996918776246885,0.9994030975995399
LSUN (Crop),0.005,0.01809502151198525,0.9981593346650277,0.9986404478566817,0.9975511801151471
LSUN (Resize),0.0002,0.007025568531038721,0.9997270436385985,0.999804121798058,0.9996140575051075
iSUN,0.0004481792717086835,0.006887442131124116,0.9997195091927368,0.9998172837480397,0.9995652096258105
Cifar10,0.02,0.033234542102028274,0.9938313921327597,0.9977839809241793,0.9814977667541837
Cifar100,0.0486,0.048588690842040566,0.9894921788567919,0.9960466760153807,0.9721630267409467
imagenet_a,0.017866666666666666,0.031813050604384344,0.9949606842860069,0.9972783209500397,0.9904672685220643
imagenet_o,0.086,0.06312461585740627,0.9844466425937308,0.9974994889991898,0.9197364433834311
All,0.008159934720522236,0.021071683198712242,0.9978957626851586,0.9887996311963047,0.9996787441711459
