,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.00285,0.99978042,0.9997192102776816,0.9998638654122214
Gaussian,0.0,0.0029,0.99982266,0.9997515618454472,0.9998968367178263
TinyImageNet (Crop),0.0767,0.05985,0.9851096,0.9768835080241738,0.9915654798172484
TinyImageNet (Resize),0.065232901844868,0.054867944144327795,0.9872102741820405,0.9797431327948402,0.9927582274883819
LSUN (Crop),0.0742,0.058399999999999994,0.98544186,0.9763747869152076,0.9920319976110769
LSUN (Resize),0.0352,0.042499999999999996,0.9916510999999999,0.9867859300855156,0.9952989999132323
iSUN,0.04257703081232493,0.04598011204481793,0.9906751148459384,0.9865174999947744,0.9941602427684351
SVHN,0.030539336201598034,0.03968915181315304,0.9938361939151813,0.9743749921941172,0.9987748304657222
Cifar100,0.4622,0.16849999999999998,0.9058472,0.909396889924253,0.8949920425631055
imagenet_a,0.3198666666666667,0.1222,0.9434518933333333,0.9305661492755406,0.9549047082048994
imagenet_o,0.403,0.15245,0.924139,0.9670811967856814,0.8261954764394458
All,0.08412343961635611,0.06541592781052093,0.9835477797708387,0.8265225245274064,0.9991873256974005
