,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0005,0.99999834,0.9999966898001369,0.9999991698325355
Gaussian,0.0,0.0012000000000000001,0.99997972,0.999961193052268,0.9999897460112663
TinyImageNet (Crop),0.1353,0.082,0.97781062,0.9617226597567466,0.9885911709886437
TinyImageNet (Resize),0.1365813882376924,0.08340611558454795,0.977322556314341,0.9611233634204722,0.9881919666306334
LSUN (Crop),0.282,0.13115,0.9482444799999998,0.9177603767001352,0.9721278977390749
LSUN (Resize),0.1711,0.0951,0.9720629,0.9535267553444616,0.9854192336840149
iSUN,0.16717086834733894,0.09579859943977591,0.9715957647058824,0.9555290324919896,0.983777226734057
SVHN,0.09976183159188691,0.07180325752919484,0.9823042486170867,0.9306179717537111,0.9964552389880584
Cifar10,0.8566,0.3136,0.73684112,0.7439722307601035,0.6946010944886907
imagenet_a,0.6272,0.20879999999999999,0.867166,0.8405341757246305,0.8905042926228043
imagenet_o,0.7285,0.25505,0.8142887999999999,0.918098222875045,0.6180073233200438
All,0.1991159351319691,0.11478869568400629,0.9575432587765861,0.6047977578971666,0.9979007644685783
