,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.2833,0.09455,0.9578555,0.9484309089674997,0.968567212522697
Gaussian,0.9854,0.2464,0.73230028,0.7500794102223793,0.7444090351507977
TinyImageNet (Crop),0.6798,0.24685,0.83515312,0.7754506090938984,0.892438840057495
TinyImageNet (Resize),0.7422281113036387,0.2667745795535623,0.8089285088166344,0.7504093381633126,0.8695357336028939
LSUN (Crop),0.6573,0.23055,0.8485731600000002,0.7916603069235136,0.9018245649752491
LSUN (Resize),0.7389,0.26335,0.81256348,0.751029295132046,0.8740288086619261
iSUN,0.7734453781512605,0.2647739495798319,0.8045578039215686,0.7607967666769925,0.8501271585483403
SVHN,0.5394130301167793,0.18614913952059006,0.8941637907191149,0.7501445850607158,0.9720054247109091
Cifar10,0.814,0.29810000000000003,0.76056528,0.7646524091135457,0.7229994301259813
All,0.6589688076337102,0.23798313687755596,0.8425670515596183,0.4373928960573152,0.9883354674112773
