,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.00025,0.9999996999999999,0.9999994002235492,0.9999998500459616
Gaussian,0.0,0.0001,0.99999994,0.9999998800319871,0.9999999700039992
TinyImageNet (Crop),0.1513,0.08805,0.9739363799999999,0.9570918656808792,0.9861867136387321
TinyImageNet (Resize),0.16410151870349607,0.09128404851697075,0.9725148506778105,0.9558741196836916,0.9851735851650486
LSUN (Crop),0.2662,0.1261,0.9506603199999999,0.921186006114135,0.9732595155606221
LSUN (Resize),0.1711,0.0958,0.9700613799999999,0.9500567997749872,0.984346452111613
iSUN,0.18140056022408962,0.0997436974789916,0.9676896582633053,0.9505257609483567,0.9812351664619848
SVHN,0.15035341118623233,0.08855417947141979,0.9727890442532268,0.9050761615124536,0.9942887248253205
Cifar10,0.8606,0.3361,0.7054175999999999,0.6982866722349728,0.6704854525102408
imagenet_a,0.5989333333333333,0.20476666666666665,0.8703574933333333,0.8417122908083597,0.8942268206765529
imagenet_o,0.737,0.2769,0.7975121,0.9069496541429607,0.6001269835892127
All,0.21321887469341436,0.11850430867225537,0.9526850349599151,0.5565748129255582,0.9976295225265958
