,Uniform,Gaussian,TinyImageNet (Crop),TinyImageNet (Resize),LSUN (Crop),LSUN (Resize),iSUN,Cifar10,Cifar100,All
Max_relu_18,0.6043157613706207,0.6320393169944684,0.6983821988322065,0.6875073414265951,0.7919581783958205,0.722653184542102,0.7185570958561667,0.6147099339274739,0.6137575291948372,0.6832208941807605
Max_relu_19,0.697813172249539,0.7211100991087891,0.755422725875845,0.7649258955224864,0.8356490511677934,0.8071882721266134,0.8116483612498472,0.6638429932390904,0.6553732175783651,0.755900272359519
Max_relu_20,0.8383035225875846,0.8505197065150585,0.8618647779655808,0.8661891604427553,0.9056429433005531,0.8650504379225569,0.8707015928682474,0.7955226336816226,0.8038979717271051,0.8570426549406873
Max_relu_21,0.8467977566072526,0.8591195182851875,0.8688262676705593,0.8758282577907455,0.9097590657652119,0.8995228372771973,0.902758983126133,0.8075980562384757,0.7984407882606023,0.8702540596440665
Max_relu_22,0.922063352796558,0.9299750960356485,0.9097551628764597,0.9153878345286455,0.9115472456976031,0.9125043292870314,0.9150492175973033,0.8617032728948986,0.8585537569145667,0.9094622704683601
Max_relu_23,0.8527454402274124,0.8643825599262446,0.8740987976336816,0.8804617159834078,0.9157420636140136,0.902764704978488,0.9057702005202818,0.8123847495390288,0.8048775891210818,0.8751505828624224
Max_relu_24,0.9711215542409343,0.9741490358020897,0.9648372349416102,0.9619284227586697,0.9671209319299324,0.9632139904732636,0.9664122932516583,0.9427539336201598,0.9357436616472035,0.9634681076403612
Max_relu_25,0.9406192186539644,0.9458776352181929,0.9371416948371235,0.9418708308919338,0.9553896665642285,0.949867708973571,0.9549559301286586,0.8978238936693301,0.8892054548248309,0.9396944521339748
Max_relu_26,0.8972707398586355,0.9025310502458512,0.9006177973263674,0.8902059112368197,0.9067509373079286,0.9060624884757222,0.9072799261068902,0.8744177012907192,0.8629023970497849,0.897305097534749
Max_relu_27,0.9372702865703749,0.9372185502458511,0.947350361094038,0.939463720024505,0.9519996389059617,0.9430815957283345,0.9484684094904094,0.9316379917025199,0.9270719652735095,0.9416901191600802
Max_relu_28,0.9560524585125998,0.9527929817148124,0.9432707936385987,0.9341498114298784,0.9299243354333129,0.9213139328518746,0.9339362327598526,0.908498901352182,0.9076642286416718,0.9349558695996936
Max_relu_29,0.9217974377688998,0.9213869967732022,0.9325312231100183,0.923755999766202,0.932744729563614,0.9270189267055932,0.9314797818328314,0.911763783036263,0.9131601106330669,0.9253180219229344
Max_relu_30,0.7179741087891827,0.7200377650583897,0.6749843692378611,0.6325520805109627,0.6622534227105101,0.6604031845421021,0.6487747809633995,0.5793023355869699,0.5979503534111862,0.6634712879796107
Max_relu_31,0.7159854064228641,0.7101541487400123,0.7606188191456669,0.7296161042348199,0.7543505070682237,0.7546275007682852,0.7620915262232736,0.6989812692071296,0.6943360402581439,0.7351641033195415
Min_out,0.05042745467117393,0.05988172249539028,0.10064895129071912,0.10283731376738864,0.10957477719729564,0.11976250384142595,0.10531037860749709,0.10370972649047328,0.10944011985248925,0.09420767299734077
Min_relu_32,0.0696935425629994,0.0028811270743700065,0.0763252881069453,0.03876650297882593,0.24944728411186232,0.01965366472034419,0.032651354333989274,0.11698371235402581,0.12661024892440076,0.07708964603629166
Min_relu_0,0.13884907421634912,0.03260512062077443,0.11489744161032575,0.07438987694093224,0.2771588468039336,0.04383345497848801,0.061010228307672186,0.1484233020897357,0.16258809157959436,0.11307218706765419
Min_relu_1,0.0023638099262446224,7.740473263675475e-05,0.033112887984019665,0.01158033498769021,0.22578061232329438,0.002947960202827278,0.006036177839297975,0.04553365089121082,0.06459575906576522,0.04268646305698881
Min_relu_2,0.0003683581745543946,5.562384757221882e-06,0.014365492470805163,0.004051073588298884,0.20419794867854946,0.0012300629993853645,0.0028934739230664385,0.024974108789182554,0.03916293023970498,0.03286843095868627
Min_relu_3,0.00010999539028887523,6.384449907805782e-06,0.012895943454210202,0.0031732973857411025,0.21714465273509528,0.0012310156730178199,0.002041439193993512,0.015174554394591267,0.025031322987092805,0.03256785167384066
Min_relu_4,0.00012702827289489855,5.339582052858021e-06,0.015110752151198526,0.0048603611327225306,0.19920926551936077,0.001986047940995693,0.0027167597217128982,0.024807060540872776,0.033205539336201594,0.032086712782460725
Min_relu_5,0.011857778887523047,0.00033210663798401933,0.08918138060848187,0.04532559974795923,0.36415782882606024,0.025933827596803932,0.03548683456172881,0.09561546558082361,0.11187927166564228,0.08526610914183498
Min_relu_6,0.0015361478180700673,0.0006546481253841426,0.02232399738783036,0.01194191297263831,0.20145314996926858,0.010703000153657036,0.012611231339493385,0.027193039336201593,0.030957944068838346,0.03666914371376288
Min_relu_7,0.004201832360172096,0.002566087891825445,0.05318328979717271,0.03370596952970453,0.31639094960049174,0.035591210817455435,0.04168621597378963,0.049459288567916405,0.05493382759680393,0.06787286666984327
Min_relu_8,0.24237900660725262,0.2142588544867855,0.324190565457898,0.309516675241975,0.5634551897664413,0.3213953480331899,0.349319811514034,0.19936038721573449,0.21254602028272895,0.315874175721014
Min_relu_9,0.8250149892440073,0.795209987707437,0.6822208627842655,0.6858129245067359,0.8176116011063307,0.7321396627228027,0.7473338997553539,0.5124896358328211,0.5147072679778734,0.7246548111709259
Min_relu_10,0.7193763867547633,0.6593454440688384,0.6670296135525506,0.6812876965615091,0.8272977834972342,0.6908679356177013,0.7261566673381092,0.5447911263060847,0.5531906038721573,0.689572014488413
Min_relu_11,0.9607895513214505,0.9590182506146282,0.8333606791641057,0.8412640970269251,0.8716964812538415,0.8221390212046712,0.8447780193823073,0.6936884987707437,0.6915943838352796,0.8533547567508553
Min_relu_12,0.6937687653657038,0.662793315918869,0.6912426283036264,0.7011778177624716,0.8410926129379226,0.7244710202827289,0.7498497819533467,0.5595188306699447,0.5514207974800246,0.701839646957422
Min_relu_13,0.8970775276582668,0.8692144706515058,0.6842816648740013,0.6586643093809195,0.8197967885679164,0.6307928779963122,0.6607746208501839,0.4935159265519361,0.5069331822372465,0.7159805917477398
Min_relu_14,0.33202444683466503,0.3172530385679164,0.41837226490473256,0.3875135771364593,0.6493654655808236,0.4378314728027044,0.45189774619128537,0.32887498463429626,0.3238527504609712,0.41464118894060886
Min_relu_15,0.03848323217578365,0.04325896204671173,0.27143621312231103,0.24797767385641484,0.5122064420712968,0.3085461355255071,0.29157179528234156,0.19145993392747387,0.20187274892440074,0.23802530601980873
Min_relu_16,0.17524076521204668,0.2313577558389674,0.6107620812845728,0.6149190114178251,0.6984570797480025,0.6749734442224954,0.6667042846640807,0.5030108251382912,0.522352143515673,0.5209565163073799
Min_relu_17,0.9530952865703749,0.9570961893054702,0.8195943607867242,0.8594953103201838,0.7919138752304856,0.9174545981868469,0.918379232455121,0.7191962507682852,0.7011654963122311,0.8652000987529831
Min_relu_18,0.11778841810079901,0.1488225184388445,0.4526782152735095,0.44973665852529215,0.5258914874001229,0.5025225683773817,0.47958525081821296,0.41249159496004917,0.4206271742470805,0.3852785338636254
Min_relu_19,0.6515432506146281,0.6866572795021512,0.7440695451751691,0.750069032902559,0.7903987707437001,0.8088730447141979,0.8034976990181445,0.6877544714197911,0.6771979333128457,0.7388021384970737
Min_relu_20,0.5527658650891211,0.5951640480946527,0.6613170559311616,0.6780716270455681,0.7073277965580824,0.7139779617393976,0.7038981714382126,0.5632315534726491,0.5743697141979103,0.6468246485153814
Min_relu_21,0.9265143400430239,0.9438662761216965,0.8849820912722802,0.9049743674188317,0.9053974454517516,0.914266372157345,0.9159442289515684,0.8304963275968039,0.8351238014751076,0.9034224707625411
Min_relu_22,0.5606005954210204,0.6090632298709281,0.7410001843884451,0.7279297178567989,0.7957328211432083,0.7523220036877689,0.7424880560706152,0.6832098263675477,0.6986965734480639,0.7019043983249729
Min_relu_23,0.9729122118930548,0.9741891210817455,0.9552729947756606,0.9536136326290303,0.9533569990780577,0.9558108481868469,0.9567313704830426,0.9130318146896128,0.9101654578979718,0.9541523438373317
Min_relu_24,0.44371120928088503,0.4991993700061462,0.71052022510756,0.7016851592830371,0.8080579479102643,0.7410305047633681,0.7302508053006083,0.6684959434542103,0.6713952673632453,0.6620398567339376
Min_relu_25,0.31674010064535957,0.3248435732944069,0.4890521550399508,0.4512116548870769,0.6707888291333743,0.47446928011677936,0.46018602401009573,0.5541615473263676,0.5477907805777504,0.4674189548898409
Min_relu_26,0.719284004302397,0.7410057122003688,0.8201604141057159,0.804550241262379,0.8473489474492931,0.8028987784265519,0.8028457670714261,0.8121486017209588,0.8097239474492932,0.7934767094954303
Min_relu_27,0.7615164489858635,0.7905497272587585,0.776321811616472,0.7641886909986577,0.8235753803011678,0.788675914259373,0.7925651772694328,0.7621835433312845,0.7601405270436385,0.7822230317848059
Min_relu_28,0.8569060809772588,0.8622370236631838,0.8419622848801475,0.8180384192084735,0.8606710548555624,0.8657170597725876,0.8552866327846442,0.8233567455439459,0.8112242317148125,0.847224243754299
Min_relu_29,0.8580362476951444,0.8518699792562999,0.8713759872464659,0.8213469985303679,0.8651907229563613,0.8137101336816227,0.8223274737061389,0.7634605869698832,0.7805063921327596,0.8346775770839373
Min_relu_30,0.9293423747695144,0.9287463506453596,0.9187451866933005,0.9059820105212861,0.9123799554394592,0.8985947065150584,0.9026739896942182,0.8856481637984019,0.891997241856177,0.9107811881749779
Min_relu_31,0.05347693992009833,0.06334597802704363,0.08850014213275967,0.09337439891139837,0.09771991779348493,0.10888627074370005,0.09756709260225295,0.08511649508297481,0.0832164643515673,0.08570209068962628
