,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0005499999999999999,0.9999971000000001,0.9999942414538776,0.9999985480777402
Gaussian,0.0,0.0021,0.9999342,0.9998848074626696,0.9999657679847911
TinyImageNet (Crop),0.1533,0.0895,0.97438564,0.9566712482289076,0.9867052083861843
TinyImageNet (Resize),0.16348996024870044,0.0928302823361533,0.972518907348894,0.954114523124453,0.9854986516639883
LSUN (Crop),0.2972,0.1386,0.9448696400000001,0.9130371682303512,0.970291910803987
LSUN (Resize),0.2042,0.1058,0.9664170400000001,0.9454983798806013,0.9822503360952578
iSUN,0.19204481792717087,0.10507731092436975,0.9666144761904762,0.948701444361936,0.9806963081104496
SVHN,0.11651044867854948,0.07823832206515058,0.9795953902888753,0.9237389868112115,0.9958525080110536
Cifar10,0.8572,0.31089999999999995,0.73918364,0.7472495516552067,0.6973677107584972
imagenet_a,0.6168,0.2079,0.8690170399999999,0.8423568596096423,0.8926112062225326
imagenet_o,0.7215,0.25295,0.8173414999999999,0.9194783329665248,0.6232506159718102
All,0.21280704323315153,0.11929460043196544,0.9552065526961233,0.6034806957523762,0.997764879703649
