,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0179,0.0334,0.99374866,0.9908981036485809,0.996298441535952
Gaussian,0.2411,0.0722,0.9649733,0.9608006486677962,0.9720225542303419
TinyImageNet (Crop),0.4753,0.18469999999999998,0.90261894,0.8620304274494343,0.9411483207375139
TinyImageNet (Resize),0.5362348384466415,0.20114323718275406,0.8855169707471205,0.8422091510167765,0.9285925394386052
LSUN (Crop),0.3921,0.16144999999999998,0.92344922,0.887159852688441,0.9560811305806702
LSUN (Resize),0.5517,0.2034,0.88276138,0.8392825824146993,0.9270656833421138
iSUN,0.5732212885154062,0.20675294117647058,0.8776858487394958,0.8439818421219215,0.9144497916831383
SVHN,0.10076060233558697,0.07465473263675476,0.9815849416103258,0.9310483502759866,0.9962694815747924
Cifar10,0.8292,0.3095,0.7418614800000001,0.7431573070951056,0.7032704763104098
All,0.3400589367332211,0.1583620078582311,0.9267359754630743,0.5627639491035026,0.9956264288555703
