,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.00025,0.99999922,0.9999984476725833,0.9999996095991287
Gaussian,0.0,0.0001,0.9999999,0.9999998001998002,0.9999999499949985
TinyImageNet (Crop),0.1128,0.07555,0.9805903799999999,0.966446805701322,0.9899689697549015
TinyImageNet (Resize),0.10712465599836918,0.07473886453980227,0.9816224238100092,0.9686177107227587,0.9903983609025537
LSUN (Crop),0.2473,0.121,0.9545756799999998,0.926811130749935,0.9754981507851153
LSUN (Resize),0.1093,0.07419999999999999,0.98081426,0.9660380446283033,0.9902595621683973
iSUN,0.12044817927170869,0.07956666666666667,0.9782841232492997,0.9647074148906026,0.9877985862108642
SVHN,0.15457897971727105,0.09210955746773203,0.9717854102642901,0.900072623399622,0.9940710205294662
Cifar10,0.8666,0.3375,0.70446628,0.7013834371379112,0.6678966564050683
imagenet_a,0.5946666666666667,0.20616666666666666,0.8711063466666668,0.8440612360169091,0.8950121474718105
imagenet_o,0.7375,0.27755,0.7945827999999999,0.9059803892203652,0.5952819464025618
All,0.1932130175348684,0.11373278544496102,0.9560346139766446,0.5662935228392504,0.9978260433408216
