,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0002,0.0136,0.9971335800000001,0.9966695777142992,0.9971369306157651
Gaussian,0.0,0.0060999999999999995,0.9990535799999999,0.9988616904000309,0.9990736688129449
TinyImageNet (Crop),0.1414,0.07155,0.9762485799999999,0.9659499763562304,0.985265208952446
TinyImageNet (Resize),0.14534705942309653,0.07507126694526552,0.9751800631943734,0.9634034757084515,0.9847076951762508
LSUN (Crop),0.0783,0.05595,0.9872167999999999,0.9795480417107689,0.9931170193829023
LSUN (Resize),0.1089,0.0641,0.98133646,0.9731474888621338,0.9884732987800773
iSUN,0.1003921568627451,0.06135238095238095,0.9830378487394957,0.977024409227301,0.9886038982421699
SVHN,0.024085740626920715,0.02980740626920713,0.9957868008604795,0.9788344273690756,0.999200749302356
Cifar100,0.5598,0.1782,0.8934157999999999,0.9003200607364032,0.8791398886830978
All,0.09057012268462834,0.06459494828000963,0.9836861057653757,0.8490499217856199,0.9991026927263232
