,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0045,0.9996510399999999,0.9995212709053373,0.9997845820386514
Gaussian,0.0,0.0054,0.9996185200000001,0.9994458570669891,0.9997751577100435
TinyImageNet (Crop),0.1305,0.06939999999999999,0.9781085599999999,0.9684190037797366,0.986754355650262
TinyImageNet (Resize),0.10824584649882785,0.06612485985118745,0.9808706961573744,0.9717996204624753,0.9884788473370281
LSUN (Crop),0.1058,0.0652,0.98162378,0.9714643143697018,0.9896208748700368
LSUN (Resize),0.0661,0.053399999999999996,0.98642568,0.9799472247300272,0.9919143284546601
iSUN,0.07988795518207283,0.05763361344537815,0.984922868347339,0.9795290548603631,0.9900170679199902
SVHN,0.03599416103257529,0.042621757836508914,0.9930859173325138,0.9724172630153813,0.9986058135982656
Cifar100,0.4904,0.1668,0.90632924,0.9124272680179243,0.8922619321166135
imagenet_a,0.34813333333333335,0.12353333333333333,0.9422529066666666,0.9305001927801768,0.9527965475488046
imagenet_o,0.415,0.14545,0.9270922,0.9693586464984308,0.8296510329894566
All,0.10642640114214591,0.07044383717099242,0.9808248965845444,0.8246836679151561,0.9990266244870755
