,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,5e-05,0.99999994,0.9999998799999967,0.9999999700089973
Gaussian,0.0,0.0,1.0,1.0,1.0
TinyImageNet (Crop),0.0185,0.03245,0.9958148199999999,0.9925970127721139,0.9978320889405097
TinyImageNet (Resize),0.02099684028131689,0.03152451330139639,0.9959480379166242,0.9925350094272747,0.9979330711628807
LSUN (Crop),0.0319,0.0403,0.9933965599999999,0.9887927312465593,0.9965311092559616
LSUN (Resize),0.0079,0.0215,0.9979853000000001,0.9963567915921369,0.9989689716864414
iSUN,0.008403361344537815,0.02190084033613445,0.9979113725490195,0.9965520793238883,0.9988141616658344
SVHN,0.06288414259373079,0.0556118623232944,0.9887600107559927,0.9511072099482734,0.9978034223673482
Cifar100,0.5582,0.17620000000000002,0.89465908,0.9030906932509588,0.8789221911797692
All,0.0530430598989656,0.05011987811723198,0.9899192867452491,0.868648424171039,0.9994808366302625
