,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.00015000000000000001,0.99999986,0.9999997202876548,0.9999999299939962
Gaussian,0.0,0.0002,0.99999982,0.9999996403356356,0.9999999099969961
TinyImageNet (Crop),0.0798,0.06315,0.9850995,0.9750964608938225,0.9919945439698497
TinyImageNet (Resize),0.09672816226684335,0.07143291203750891,0.9816597696463153,0.9681582793895007,0.990316605252298
LSUN (Crop),0.1236,0.0745,0.9781917599999999,0.965094019610629,0.9879877990213235
LSUN (Resize),0.0759,0.0615,0.98554046,0.975227463125436,0.9923491160795902
iSUN,0.07529411764705882,0.06133053221288516,0.9857314509803922,0.9779169575227069,0.9915478642431077
SVHN,0.13517977873386602,0.08839800245851259,0.9709624154886295,0.8829846140334964,0.9941834212472963
Cifar10,0.9096,0.3557,0.6790366000000001,0.68355654560883,0.6279160118676066
All,0.12510023253949162,0.08671360756956138,0.9681291375992302,0.619772912731097,0.9983204426883121
