,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.00045000000000000004,0.99999892,0.9999978466045939,0.9999994597545474
Gaussian,0.0,0.00115,0.99996964,0.9999431177228474,0.9999845567407291
TinyImageNet (Crop),0.1538,0.09225,0.9735931999999998,0.9558948455847796,0.9861793127584122
TinyImageNet (Resize),0.16909591275099378,0.09603798797268373,0.9708038324329834,0.9518261082894744,0.9844869890689478
LSUN (Crop),0.2722,0.13025,0.9498204199999999,0.9204661549826018,0.972958056094886
LSUN (Resize),0.2103,0.10675,0.9647391999999999,0.9433420443625055,0.981202874510759
iSUN,0.19350140056022408,0.10558711484593837,0.9658116078431372,0.9480284507355486,0.9800691709803419
SVHN,0.11846957590657652,0.0799081130915796,0.9788953902888753,0.9222427512992706,0.9956921051429132
Cifar10,0.8548,0.314,0.7370013200000001,0.7465817731563457,0.6938430977305239
imagenet_a,0.608,0.20493333333333336,0.8702489333333332,0.8438309827301957,0.8936927219431698
imagenet_o,0.7245,0.2575,0.8121669999999999,0.9167254906781679,0.6161199280148606
All,0.21155324523190688,0.11925296335615185,0.9549406157337921,0.6040259256115629,0.9977467930917673
