,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.00055,0.99981634,0.9998682042574045,0.9997567930889574
Gaussian,0.0,0.0001,0.9999175,0.999909589041096,0.9999468226265635
TinyImageNet (Crop),0.0371,0.04305,0.9920009,0.9868453065565835,0.9954297090974316
TinyImageNet (Resize),0.038018550606462136,0.042202619508714706,0.992522576699623,0.98729672333641,0.9957432364563008
LSUN (Crop),0.045,0.0465,0.9916640000000001,0.9857399926375838,0.9956224311293596
LSUN (Resize),0.018,0.0325,0.9952688000000001,0.9922375903339904,0.9971612419710105
iSUN,0.018263305322128852,0.031260504201680674,0.9954928851540618,0.9931388983975803,0.997086285438473
SVHN,0.02919483712354026,0.03165832821143208,0.9942738475722187,0.9702062840404936,0.9989213431534103
Cifar100,0.6254,0.20329999999999998,0.8691385999999999,0.8802528760834881,0.8527657490646701
imagenet_a,0.428,0.1438,0.9275417600000001,0.9140253211909988,0.9428894746132663
imagenet_o,0.596,0.18845,0.8866976999999999,0.954185417777068,0.7423600879286747
All,0.08992568730094813,0.06920057473368232,0.9826086027016144,0.797658237491539,0.9991655015643255
