,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0001,0.004485341118623233,0.9998602642901044,0.9998952784747432,0.999816377085563
Gaussian,0.0,0.0035774124154886295,0.9999245774431469,0.9999430499814332,0.9999012118958317
TinyImageNet (Crop),0.0034,0.016276121696373692,0.9985259680393361,0.9989368654880157,0.9980076761770353
TinyImageNet (Resize),0.004688614820099888,0.01869830813437271,0.9983370239631054,0.9988049176534679,0.997753326905314
LSUN (Crop),0.0102,0.02461634910878918,0.9969379686539643,0.9977590742190285,0.9959606010065054
LSUN (Resize),0.0066,0.02017916410571604,0.9981452135832822,0.9986202624602825,0.9975930551784808
iSUN,0.003585434173669468,0.01564755035388464,0.9987514182071107,0.9991769983609271,0.9981548566333172
Cifar10,0.0278,0.03758211432083589,0.9925804087277196,0.9972435761221835,0.9799313158326599
Cifar100,0.0382,0.04358027043638599,0.9910271204671174,0.9965809846473735,0.9768995882336233
imagenet_a,0.019733333333333332,0.03324431468961278,0.9939762036467936,0.9967126858543557,0.9890233223667353
imagenet_o,0.0595,0.05384849416103257,0.9868844114935464,0.9978822318034726,0.9311929523172562
All,0.00995058706197017,0.023931080524312167,0.9972019228660759,0.9860489298334604,0.9995675029844808
