,Uniform,Gaussian,TinyImageNet (Crop),TinyImageNet (Resize),LSUN (Crop),LSUN (Resize),iSUN,Cifar10,Cifar100,All
Max_out,0.9564090273509527,0.9568153733866012,0.9374912607559927,0.9293724495296696,0.9241534035033805,0.9062042370928088,0.9149877806070186,0.9207068531038721,0.9149047710510143,0.9306178899858389
Max_relu_32,0.007036209280885065,5.011524277811923e-05,0.055697161186232316,0.024252314659792888,0.23265449830977258,0.008452397049784875,0.016027444782461236,0.09304427627535342,0.10648362015980331,0.05610556412163442
Max_relu_0,0.10688437307928703,0.021350603103872157,0.12802836124769515,0.09209858817827812,0.2965564881684081,0.06553010909649662,0.07984690249793831,0.17831813153042408,0.17542664413030118,0.12152555474843023
Max_relu_1,9.787953288260599e-06,0.0,0.01706518131530424,0.004620161400813423,0.17919880531653348,0.0011390365703749109,0.0032752191226828667,0.03987658266748617,0.053217025199754145,0.03193146572170971
Max_relu_2,3.81760909649662e-05,3.918254456054082e-07,0.009130174400737549,0.0021984107498970854,0.17847253764597415,0.00028027811923786005,0.0008841864957414971,0.013996934542102026,0.026331453595574688,0.02680244734116184
Max_relu_3,2.632145052243393e-05,0.0,0.015356188537185,0.004653642221514599,0.17193049323909035,0.0012595805162876387,0.002993841666967943,0.029642877996312225,0.04192184234787953,0.029413817819863616
Max_relu_4,8.484941610325752e-05,7.91333743085433e-06,0.019234949293177622,0.006738881454449131,0.17219108789182544,0.002093749999999994,0.0027600161146203914,0.0347668561770129,0.04496047940995698,0.030805609722272007
Max_relu_5,3.5786724031960653e-05,0.0,0.010458189920098337,0.0026360576606529835,0.1574520705285802,0.0006791333743085403,0.0014481896015935453,0.02432211124769515,0.03445699907805777,0.025641825988135587
Max_relu_6,0.0006795405654578979,0.000345958819913952,0.016197864167178853,0.008747022004138821,0.1893937999385372,0.0081706246158574,0.009525970191395543,0.020264843269821753,0.02391262292562999,0.032254642461993534
Max_relu_7,0.006700476336816226,0.0049915757529194835,0.03791175476336816,0.027470212680384534,0.23986065995697603,0.030250610786724023,0.03256147142323432,0.03480378764597418,0.03937481561155501,0.0524304661313161
Max_relu_8,0.10277114320835894,0.07356762830362631,0.2500568223724647,0.21669935552689534,0.5185459549784881,0.22892287569145667,0.24373512281372292,0.18631775507068224,0.1990039336201598,0.2281881990091572
Max_relu_9,0.005126202366318377,0.0035339428395820523,0.041548816840811305,0.028102847881506264,0.2905460548555624,0.03020941917639827,0.033000693823933995,0.03720510141364475,0.04393124615857407,0.05950993613584494
Max_relu_10,0.7206171980639214,0.7039236862323295,0.6455849147203443,0.6492857837342114,0.7812077289489858,0.6424084434542101,0.6811854834127873,0.5143753918254456,0.5289534419176398,0.6681033726197523
Max_relu_11,0.004663767670559311,0.0032024200983405034,0.040151763214505226,0.026546066069738337,0.2870380147510756,0.02798544483712353,0.030442941159254115,0.03540888905961894,0.04233405808236017,0.057804251492106315
Max_relu_12,0.32045489781807,0.26953099262446223,0.4421239205593116,0.4077032520350669,0.6649568953595575,0.38711420559311616,0.4205250551357605,0.31196969114935463,0.32815418715427164,0.40382533064755655
Max_relu_13,0.0044010640749846345,0.002890365703749231,0.04721100184388445,0.03178966924786266,0.29110295021511984,0.033832490780577734,0.036640402934375954,0.04426226183159188,0.051676590350338045,0.06239810287889777
Max_relu_14,0.03439653119237861,0.0342598955132145,0.1938877381684081,0.15982272776621353,0.513400422556853,0.18971856177012908,0.1937822916505262,0.14760772894898586,0.1490278426551936,0.1833638625930451
Max_relu_15,0.4944912914874002,0.5087822218807622,0.6668638944376153,0.6741936036072551,0.7732153925937308,0.7220762292562999,0.728001218926415,0.5604334665027658,0.5566585586969883,0.6395000348819586
Max_relu_16,0.6097386140135218,0.5988240358020898,0.6857115511677934,0.6961765208162608,0.7282484019668101,0.7116577097418562,0.7201798992491895,0.568178434234788,0.5677728334357713,0.6639828402738375
Max_relu_17,0.6342917524585125,0.6552337430854334,0.7208739935464045,0.7297149139636487,0.8104649777197295,0.7740447948678549,0.7808292573329271,0.6225029118008605,0.6176880531653349,0.7147706460095009
Max_relu_18,0.606170282728949,0.6255181161647203,0.6983821988322065,0.6875073414265951,0.7919581783958205,0.722653184542102,0.7185570958561667,0.6147099339274739,0.6137575291948372,0.6826281945933519
Max_relu_19,0.6937154617393977,0.7174764751075599,0.755422725875845,0.7649258955224864,0.8356490511677934,0.8071882721266134,0.8116483612498472,0.6638429932390904,0.6553732175783651,0.7549183410306006
Max_relu_20,0.8427219191763983,0.8495317954824831,0.8618647779655808,0.8661891604427553,0.9056429433005531,0.8650504379225569,0.8707015928682474,0.7955226336816226,0.8038979717271051,0.8574783496110082
Max_relu_21,0.8452531614935463,0.8564306161647203,0.8688262676705593,0.8758282577907455,0.9097590657652119,0.8995228372771973,0.902758983126133,0.8075980562384757,0.7984407882606023,0.8697163771056884
Max_relu_22,0.9239146934542102,0.9297591925322679,0.9097551628764597,0.9153878345286455,0.9115472456976031,0.9125043292870314,0.9150492175973033,0.8617032728948986,0.8585537569145667,0.9096699819541191
Max_relu_23,0.8510537530731407,0.8617673171481254,0.8740987976336816,0.8804617159834078,0.9157420636140136,0.902764704978488,0.9057702005202818,0.8123847495390288,0.8048775891210818,0.8746035738789344
Max_relu_24,0.9727866817762754,0.9726437807314076,0.9648372349416102,0.9619284227586697,0.9671209319299324,0.9632139904732636,0.9664122932516583,0.9427539336201598,0.9357436616472035,0.9634884125154702
Max_relu_25,0.9406343000921943,0.945384680393362,0.9371416948371235,0.9418708308919338,0.9553896665642285,0.949867708973571,0.9549559301286586,0.8978238936693301,0.8892054548248309,0.9396337590092796
Max_relu_26,0.8976537261831593,0.8989786301475107,0.9006177973263674,0.8902059112368197,0.9067509373079286,0.9060624884757222,0.9072799261068902,0.8744177012907192,0.8629023970497849,0.896902558191397
Max_relu_27,0.9376093269821758,0.9326130954210203,0.947350361094038,0.939463720024505,0.9519996389059617,0.9430815957283345,0.9484684094904094,0.9316379917025199,0.9270719652735095,0.9411482559192463
Max_relu_28,0.9565353372771973,0.9524676244622003,0.9432707936385987,0.9341498114298784,0.9299243354333129,0.9213139328518746,0.9339362327598526,0.908498901352182,0.9076642286416718,0.9349758758880478
Max_relu_29,0.922335037645974,0.9159474416103257,0.9325312231100183,0.923755999766202,0.932744729563614,0.9270189267055932,0.9314797818328314,0.911763783036263,0.9131601106330669,0.9246954407293504
Max_relu_30,0.7187085548555623,0.7197181737861094,0.6749843692378611,0.6325520805109627,0.6622534227105101,0.6604031845421021,0.6487747809633995,0.5793023355869699,0.5979503534111862,0.6635239773204586
Max_relu_31,0.7119099070374924,0.7042336201598034,0.7606188191456669,0.7296161042348199,0.7543505070682237,0.7546275007682852,0.7620915262232736,0.6989812692071296,0.6943360402581439,0.7338945407350084
Min_out,0.04925203595574677,0.05930914643515672,0.10064895129071912,0.10283731376738864,0.10957477719729564,0.11976250384142595,0.10531037860749709,0.10370972649047328,0.10944011985248925,0.09398566593885918
Min_relu_32,0.06927034419176398,0.0028689151813153044,0.0763252881069453,0.03876650297882593,0.24944728411186232,0.01965366472034419,0.032651354333989274,0.11698371235402581,0.12661024892440076,0.07703434601288559
Min_relu_0,0.13915176321450523,0.03254710356484327,0.11489744161032575,0.07438987694093224,0.2771588468039336,0.04383345497848801,0.061010228307672186,0.1484233020897357,0.16258809157959436,0.11310326204507556
Min_relu_1,0.0023424515980331895,7.519975414874e-05,0.033112887984019665,0.01158033498769021,0.22578061232329438,0.002947960202827278,0.006036177839297975,0.04553365089121082,0.06459575906576522,0.04268347035902352
Min_relu_2,0.0003559273202212661,5.009219422249541e-06,0.014365492470805163,0.004051073588298884,0.20419794867854946,0.0012300629993853645,0.0028934739230664385,0.024974108789182554,0.03916293023970498,0.032866781901118185
Min_relu_3,0.00011118623232944068,5.9157959434542066e-06,0.012895943454210202,0.0031732973857411025,0.21714465273509528,0.0012310156730178199,0.002041439193993512,0.015174554394591267,0.025031322987092805,0.0325679433965693
Min_relu_4,0.00012938690842040557,5.739090350338045e-06,0.015110752151198526,0.0048603611327225306,0.19920926551936077,0.001986047940995693,0.0027167597217128982,0.024807060540872776,0.033205539336201594,0.03208706308522223
