,Uniform,Gaussian,TinyImageNet (Crop),TinyImageNet (Resize),LSUN (Crop),LSUN (Resize),iSUN,SVHN,Cifar100,All
Max_out,0.96251881,0.98042574,0.9287843600000001,0.9229887677097136,0.93703209,0.92705371,0.9259635070028011,0.9116392248002458,0.8716565000000001,0.9298361097746772
Max_relu_32,0.0002955999999999999,0.0,0.09321897,0.038266252165936196,0.54070515,0.020274789999999994,0.03579240336134454,0.9147143554087277,0.45070724,0.3338265054927432
Max_relu_0,7.400000000000073e-07,0.0,0.03885151,0.009500417898277446,0.5267689600000001,0.0027572199999999904,0.008462240896358539,0.9776626690227412,0.49322468,0.3384768302461711
Max_relu_1,0.0,0.0,0.03633751,0.008779043930282329,0.51442429,0.002340049999999998,0.006963182072829131,0.9751969729563614,0.50753772,0.3368145327159009
Max_relu_2,0.0,0.0,0.030892260000000005,0.007920456630312905,0.50255693,0.001906499999999982,0.005992403361344537,0.991885045328826,0.5218277,0.33993501623767136
Max_relu_3,0.0,0.0,0.025666459999999995,0.005926908572011005,0.47555297,0.0015088199999999919,0.004565400560224085,0.9843015096803934,0.5020019800000001,0.3333686592895518
Max_relu_4,0.0,0.0,0.016950120000000003,0.003949648353888492,0.39172821999999996,0.0006844199999999897,0.0026275630252100895,0.9926026160110633,0.5232823999999999,0.3268750691604523
Max_relu_5,3.447999999999998e-05,0.0,0.04928916,0.014977382529813473,0.59005559,0.007000019999999999,0.016015932773109247,0.9909036570374923,0.49559058,0.35108285923342153
Max_relu_6,0.00151392,0.00019846000000000002,0.31943876000000004,0.22080168178575066,0.8007078700000001,0.17816957,0.21656410084033614,0.9780631760909648,0.5062541199999999,0.4519647271670275
Max_relu_7,0.00036742000000000003,7.999999999999119e-08,0.44317660000000003,0.36999775761899906,0.76546864,0.38767924000000004,0.40039176470588234,0.9536874346957591,0.48303086,0.5052923773153717
Max_relu_8,0.013084479999999999,0.0005181199999999997,0.57032226,0.5119759249821628,0.80826465,0.49624241,0.5157589915966386,0.9428318146896127,0.5147284599999999,0.5575726094539332
Max_relu_9,0.00437339,0.00052732,0.45949537000000007,0.38346160432167975,0.78802501,0.36795696,0.40735778151260504,0.9593390557775047,0.50679166,0.5122791185550477
Max_relu_10,0.53824233,0.32172646000000005,0.65194477,0.5860119253898686,0.8892555999999999,0.5504692800000001,0.5856891652661065,0.9673586585740628,0.57819946,0.6872574482800096
Max_relu_11,0.08115934999999999,0.03597457,0.57362223,0.5131028029762511,0.8517394,0.48848493000000004,0.5267185770308124,0.9607558735402583,0.5640691200000001,0.5801014573811243
Max_relu_12,0.66235552,0.6102344,0.7430279399999999,0.748212812149628,0.8890411800000001,0.7252214499999999,0.7637089299719888,0.9698197487707438,0.5483176,0.7862597095261006
Max_relu_13,0.07503359,0.02608737,0.58587234,0.5265815105493834,0.8547881,0.50196558,0.540960324929972,0.960874581284573,0.57006936,0.5843122624488815
Max_relu_14,0.29046912,0.13808078000000001,0.53856916,0.4895387218428294,0.7756489099999999,0.50331017,0.5021481008403361,0.9453040027658267,0.57210044,0.5935166947317776
Max_relu_15,0.1288762,0.06602589,0.6615352999999999,0.6620129752318826,0.81058712,0.64691995,0.6881163585434174,0.9183212546097111,0.58629924,0.6275872774837623
Max_relu_16,0.6935324299999999,0.56397471,0.82298755,0.8389469880746101,0.83963065,0.84599875,0.8547715630252101,0.9041353910571605,0.61971994,0.8034243264373346
Max_relu_17,0.16864874000000002,0.08806032,0.70773034,0.7162602588930792,0.8240387400000001,0.7037998,0.7418178151260505,0.9046734634296251,0.6034426999999999,0.6528987841792959
Max_relu_18,0.95801482,0.8989984799999999,0.80537141,0.8224876465192131,0.85682402,0.8054431000000001,0.8217783529411764,0.898830447141979,0.65922938,0.85543277904739
Max_relu_19,0.24385595999999998,0.13520875999999998,0.7614475399999999,0.7693846702680666,0.86106579,0.75919867,0.7924367394957983,0.9236911608789182,0.6578828200000001,0.6972540343597146
Max_relu_20,0.9292832700000001,0.92528327,0.84490005,0.8550647232697992,0.8901875200000001,0.84562801,0.8672588347338935,0.9224084396127841,0.66013308,0.8799910612621282
Max_relu_21,0.33932267,0.20395233,0.79514949,0.798796126796453,0.88691385,0.79319789,0.819365512605042,0.936448467271051,0.69753384,0.7337070403335739
Max_relu_22,0.97274918,0.9843961799999998,0.8583706599999998,0.8600070329222302,0.90108681,0.85919201,0.8710007394957984,0.9171783228334358,0.74038418,0.8975529829203752
Max_relu_23,0.55054034,0.37449809,0.8525359699999999,0.8579453878299867,0.9175490399999999,0.8537596599999998,0.8741021960784314,0.9554144783343577,0.7537978599999999,0.8053467474540935
Max_relu_24,0.9043022700000001,0.9078196199999999,0.9329524499999999,0.9320516461115075,0.95706241,0.94109062,0.9480991820728291,0.9783294368469577,0.79447102,0.9369601936492663
Max_relu_25,0.63090656,0.45405721,0.869578,0.8722785037203139,0.9290152700000001,0.8646038800000001,0.8843770420168068,0.9612662031346035,0.78634408,0.8308074823590731
Max_relu_26,0.59465183,0.59655569,0.86358442,0.8460997349913362,0.9227361500000001,0.8324299100000001,0.8478537478991597,0.9365701790104487,0.8249629999999999,0.8266515225322748
Max_relu_27,0.9158842899999999,0.9181078300000001,0.9132981399999999,0.8919806441749057,0.9662667899999999,0.91090384,0.9104321568627451,0.981809376920713,0.87133558,0.9325292438457222
Max_relu_28,0.99899624,0.99939986,0.9368652800000001,0.9231492304556109,0.9658500700000001,0.94362885,0.9412738151260505,0.9494611555009219,0.845878,0.9507161785341993
Max_relu_29,0.98258725,0.9834177599999999,0.8999996499999999,0.8871100091733768,0.93848403,0.8842893000000001,0.8906676974789915,0.928301044867855,0.84644048,0.9215195313126453
Max_relu_30,0.9744509100000002,0.9840274299999999,0.6989613800000001,0.7010855264499032,0.7045081999999999,0.72180457,0.7128249971988796,0.47032146972956357,0.6302949999999999,0.696342731136236
Max_relu_31,0.8613449499999999,0.9474272300000001,0.7689753,0.7220839567832025,0.8747424199999999,0.6959178,0.7130992717086835,0.9017330285802089,0.7421932,0.8230869006094139
Min_out,0.07722859999999998,0.06999077,0.09681109999999998,0.07843564366527367,0.13868401,0.04973935,0.04918931092436975,0.12557415872771974,0.17858078,0.09717479953492103
Min_relu_32,0.0011568399999999997,1.4000000000000679e-07,0.31021416999999996,0.18755231882580775,0.63460564,0.12223242,0.1494229131652661,0.8092361094038106,0.4622256,0.3731951106567236
Min_relu_0,0.00186226,2.600000000000002e-06,0.081148,0.03100757313219855,0.5681484299999999,0.018977880000000003,0.02944361904761905,0.978227881069453,0.4816779,0.35223728049073855
Min_relu_1,0.00051338,3.400000000000003e-06,0.11441536,0.04685115686474366,0.6848098599999999,0.031116829999999998,0.04966597198879552,0.9905088199139521,0.48577670000000006,0.3751235155560901
Min_relu_2,2.6599999999999512e-06,0.0,0.08162276,0.02635687493629599,0.6074556000000001,0.006750719999999996,0.02093335574229692,0.9841766748617087,0.5474133999999999,0.35844047289712133
