,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0002,0.99999978,0.9999995602078338,0.9999998900199922
Gaussian,0.0,5e-05,0.99999998,0.9999999600079984,0.9999999900009999
TinyImageNet (Crop),0.1569,0.09145,0.97282672,0.9545085275693651,0.9857260101883571
TinyImageNet (Resize),0.16593619406788299,0.09413798797268372,0.9714046274589747,0.9531889193488509,0.984758831623253
LSUN (Crop),0.2702,0.12735000000000002,0.9495123,0.9185670630812939,0.9727888685471444
LSUN (Resize),0.1871,0.1022,0.9669689800000001,0.9450117086666622,0.9827096720744514
iSUN,0.19932773109243698,0.10691820728291317,0.9638455574229692,0.9445075210995323,0.9790258958697692
SVHN,0.18143054701905348,0.09808275968039337,0.9676517055931162,0.8933753576383836,0.9930663800668135
Cifar10,0.8692,0.3372,0.7050906400000001,0.7017808840043311,0.6678623095501139
imagenet_a,0.6012,0.2056,0.8696285333333333,0.8423017872361055,0.8929513239024818
imagenet_o,0.75,0.2773,0.792667,0.9044488544255012,0.5875596667305125
All,0.22538163048651022,0.12307619431123476,0.9504041476003953,0.5551318305462377,0.9975009741273584
