,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0006000000000000001,0.9999954999999999,0.9999910953705181,0.999997744776422
Gaussian,0.0,0.0006,0.9999988399999999,0.9999976845066901,0.9999994199647444
TinyImageNet (Crop),0.186,0.0983,0.9679196999999999,0.9475090527695277,0.9827823199992017
TinyImageNet (Resize),0.20548364081133422,0.1061188971562532,0.9642171440220161,0.9430866022905192,0.9804403333871764
LSUN (Crop),0.2566,0.12445,0.9518768199999998,0.9219522589663597,0.9741372395574974
LSUN (Resize),0.2444,0.11975,0.9552188,0.9274200499148488,0.9760156081561426
iSUN,0.24593837535014004,0.11997170868347339,0.9545095350140056,0.931978476102392,0.9729137772504066
SVHN,0.1606100184388445,0.09315562384757223,0.9709687615242777,0.8976273628824124,0.9939115397261928
Cifar10,0.8616,0.3382,0.7025958000000001,0.6958046676684613,0.6690635534923043
imagenet_a,0.5849333333333333,0.20266666666666666,0.87499888,0.8478952277854559,0.8979437413816327
imagenet_o,0.725,0.2713,0.8034774,0.9104839733743314,0.6062653319619209
All,0.23252004246439945,0.125014686825054,0.9489302705275103,0.5484088198058371,0.997416318808689
