,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0,1.0,1.0,1.0
Gaussian,0.0,0.0,1.0,1.0,1.0
TinyImageNet (Crop),0.0191,0.0327,0.9958501399999999,0.9924295089824552,0.9978940518251941
TinyImageNet (Resize),0.02262766282743859,0.033075476505962695,0.9958319437366223,0.9921448238931585,0.9979066815777461
LSUN (Crop),0.035,0.04205,0.99280914,0.987788905315484,0.9962342956724861
LSUN (Resize),0.0089,0.0219,0.99806536,0.9963809614020742,0.9990282760198909
iSUN,0.009299719887955181,0.022329131652661066,0.9979438431372549,0.9965130764085766,0.9988513481741226
SVHN,0.05458666256914567,0.05147590657652121,0.9899771819299323,0.956718873614492,0.9980375653195237
Cifar100,0.5528,0.1734,0.8958124000000001,0.9036072265312671,0.8795114990378059
All,0.05131906021970973,0.04913899446716382,0.9902388581509101,0.8717993043081332,0.999497980140851
