,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.00012093386622447823,6.652398063964354e-07,1.320784444488607e-06,3.3300840322486207e-07
Gaussian,0.0,0.0003219083720563974,1.5800534168178912e-05,2.707463023663597e-05,8.272068556199005e-06
TinyImageNet (Crop),0.01841192276759817,0.006410352954401184,0.0029119410111195735,0.004220475551160806,0.0016302470722159474
TinyImageNet (Resize),0.023660720304845024,0.008008140513880492,0.003967932810077069,0.005730076241968514,0.002232242808633902
LSUN (Crop),0.010881089099901722,0.0035938697806125425,0.002211620050685921,0.0034185220703571804,0.0011953042476255753
LSUN (Resize),0.029036328969069075,0.00842264803966069,0.0049544003103487895,0.007135136950242188,0.0027860030516955077
iSUN,0.02403664029309528,0.007904692012229562,0.0043448415555449186,0.005785755707423955,0.002710626994396561
SVHN,0.008984773363570526,0.0035675360875664823,0.0014482781010230854,0.004112447907537858,0.0003168669145403687
Cifar10,0.005112494498774551,0.0019183586734497844,0.002034773843940404,0.0030545496812232763,0.0019161306048708464
imagenet_a,0.007907026411152707,0.0016370739479666424,0.001688630402592076,0.002019742563506097,0.0015792032998207118
imagenet_o,0.007797435475847174,0.0026113406518491625,0.0022114798380496186,0.0011061245536799528,0.003884073888083488
All,0.010623590069577516,0.0029433349289829038,0.0017244873731033985,0.004729437576579894,9.854185705571628e-05
