,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0002,0.9999996400000001,0.9999992815796186,0.9999998199369311
Gaussian,0.0,0.0008500000000000001,0.9999943800000001,0.9999889568097373,0.9999971785224006
TinyImageNet (Crop),0.1008,0.0735,0.9817471400000001,0.967458087150047,0.990793299037744
TinyImageNet (Resize),0.09560697176638468,0.07231487106309245,0.9827234532667414,0.96916949971967,0.9911699959449742
LSUN (Crop),0.2768,0.13415,0.9470466399999999,0.9157990787100733,0.9716132098939243
LSUN (Resize),0.1218,0.0827,0.97912558,0.9640416233315118,0.9893176515306727
iSUN,0.12403361344537815,0.08422633053221287,0.9778593389355742,0.963954045844369,0.9876293134558891
SVHN,0.09399969268592502,0.07086026429010449,0.9825760986478181,0.9324906926820784,0.9965027517616353
Cifar10,0.8418,0.3086,0.74299672,0.75263922403858,0.7004626215723627
imagenet_a,0.6077333333333333,0.2077,0.8667030133333333,0.839919142260919,0.8896366052281225
imagenet_o,0.7045,0.2541,0.8180394,0.9192207467609821,0.6251334103031608
All,0.17994289270417688,0.11237140242339935,0.9598215781381557,0.614927620920426,0.9980271071583433
