,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.00075,0.9999955199999999,0.9999911493363751,0.999997753770369
Gaussian,0.0,0.00045000000000000004,0.99999856,0.9999971303970769,0.9999992795951043
TinyImageNet (Crop),0.1253,0.08215,0.9777350199999999,0.962256118845789,0.9883728458506136
TinyImageNet (Resize),0.1365813882376924,0.0862013861991642,0.9763098562837631,0.9609294853404752,0.9873861186070195
LSUN (Crop),0.2387,0.12129999999999999,0.95472166,0.9268984726140609,0.9756214569441761
LSUN (Resize),0.1413,0.0887,0.97475784,0.9571284630067695,0.9868987206006605
iSUN,0.14946778711484593,0.0922170868347339,0.9725987002801121,0.9572969582751454,0.9842032887065209
SVHN,0.15696066379840196,0.09447264904732637,0.9705742701290719,0.8964677689262922,0.9938190710557117
Cifar10,0.8582,0.33599999999999997,0.70716536,0.7045505155129882,0.6712875880269382
imagenet_a,0.5856,0.20383333333333334,0.8719522933333332,0.8437259218718248,0.8952233802079959
imagenet_o,0.738,0.27494999999999997,0.7929876,0.9049689143756843,0.5891205371952019
All,0.20108357433100268,0.11787394662664274,0.9541543635831167,0.5644434909674421,0.9977151339128439
