,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0004304855562384757,0.999989889366933,0.9999928191006767,0.999986077142432
Gaussian,0.0,3.8414259373079284e-05,0.99999987707437,0.9999999056740101,0.9999998398958982
TinyImageNet (Crop),0.0009,0.008821296865396434,0.9995206130915795,0.9996495592893987,0.9993441005332114
TinyImageNet (Resize),0.0006115584547956376,0.008661669599687317,0.9996219263189212,0.9997265608714218,0.9994809041640043
LSUN (Crop),0.0041,0.017223693915181314,0.9983224723417332,0.9987586349121904,0.9977759227669427
LSUN (Resize),0.0002,0.006421296865396435,0.9997763829133374,0.9998385435147368,0.9996892158672559
iSUN,0.0004481792717086835,0.006364013952231169,0.9997605446603964,0.9998432124626422,0.9996339862828708
Cifar10,0.0158,0.031044929317762752,0.9946224492931777,0.9980630339029594,0.9840319837864084
Cifar100,0.0428,0.045620467117393974,0.9906187307928703,0.9964680367602299,0.9753037395619657
imagenet_a,0.016133333333333333,0.029793956156525303,0.9955071296865396,0.9975629458304343,0.9915700149433728
imagenet_o,0.08,0.05922341733251383,0.98584987707437,0.9977335237225022,0.9267615318588536
All,0.007207942336461309,0.019789180858853887,0.9981238389695423,0.9899032358555256,0.9997144398531245
