,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0027500000000000003,0.99970896,0.9996660349327355,0.9997986654392823
Gaussian,0.0,0.0028,0.99976378,0.9997026432192013,0.9998509190981646
TinyImageNet (Crop),0.062,0.05215,0.98840048,0.9814896507196069,0.9934783974677277
TinyImageNet (Resize),0.046784221791866275,0.04766023850779737,0.9907150545306288,0.9847515050053156,0.9948255651272206
LSUN (Crop),0.0734,0.0562,0.9867885000000001,0.9784805168833602,0.9926930690353895
LSUN (Resize),0.0261,0.036449999999999996,0.9942533,0.9904343083392563,0.9968139189331245
iSUN,0.030140056022408962,0.039641176470588235,0.9933904537815125,0.9900756197943892,0.9959197677413674
SVHN,0.04110325752919484,0.04527418561770129,0.9923974416103258,0.9687038150582589,0.9984779795887759
Cifar100,0.4924,0.17049999999999998,0.9032060399999999,0.9088777825112524,0.8902561274186117
imagenet_a,0.34013333333333334,0.1253,0.9426416800000001,0.930077416531123,0.9540468186571756
imagenet_o,0.442,0.15710000000000002,0.9173857999999999,0.9645682230697383,0.8097419012926551
All,0.08520335322326757,0.0650818977193689,0.9840920489072739,0.8276924804537763,0.9992173700806337
