,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0004,0.99999834,0.9999967016915131,0.9999991688396345
Gaussian,0.0,0.0004,0.9999980399999999,0.9999961122810711,0.9999990181935794
TinyImageNet (Crop),0.1345,0.0867,0.9750595400000001,0.9575038346706721,0.9869670050408813
TinyImageNet (Resize),0.14300275201304657,0.08922730608500662,0.9742552237284682,0.957010430990448,0.9863723539287576
LSUN (Crop),0.2576,0.13005,0.94890164,0.91748820303535,0.9724570963909422
LSUN (Resize),0.1722,0.10005,0.9680740600000002,0.9459775588699206,0.98338545095026
iSUN,0.17714285714285713,0.10350616246498599,0.965980593837535,0.9467405720577513,0.9804448905900753
SVHN,0.1671020282728949,0.09597940995697603,0.9689370236631838,0.8962006433046946,0.9933396285691628
Cifar10,0.8536,0.33340000000000003,0.7078498,0.7057029018875767,0.670489379765655
imagenet_a,0.5788,0.20403333333333334,0.8726333866666667,0.8455813849963247,0.8952615190954327
imagenet_o,0.723,0.27485,0.7969023,0.9062510751142275,0.5963375736992769
All,0.21078449317274958,0.12076012739319839,0.9518000109821724,0.560797703202705,0.9975802403554906
