,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.000368899815611555,0.9999901736324525,0.9999930428228263,0.9999864376801005
Gaussian,0.0,8.841425937307929e-05,0.9999998770743701,0.9999999056463943,0.9999998399309322
TinyImageNet (Crop),0.0008,0.008617025199754148,0.9995426090964967,0.9996667590318433,0.9993704975895861
TinyImageNet (Resize),0.000407705636530425,0.008510314833575224,0.9996362489527798,0.9997377262942673,0.9994981277224169
LSUN (Crop),0.0039,0.0168779655808236,0.9983706438229871,0.9987948462013154,0.997835048674703
LSUN (Resize),0.0002,0.006391425937307928,0.9997802243392747,0.9998418393388033,0.9996929025775032
iSUN,0.0004481792717086835,0.0062216078810135,0.9997663207876881,0.9998473741225355,0.9996412773286218
Cifar10,0.0144,0.030855931161647202,0.9947409188690842,0.998106612442569,0.9843332523841425
Cifar100,0.041,0.0443960663798402,0.9908493085433314,0.9965559668036388,0.9758477408519368
imagenet_a,0.0152,0.029327289489858636,0.9955952263880352,0.9976139931837633,0.9917025627425943
imagenet_o,0.074,0.05872280270436386,0.9862513060848187,0.9977943058211552,0.92847908858212
All,0.006754612629765629,0.019371632365601188,0.9981708019210258,0.990160879160594,0.9997214143021247
