,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.004292655193607867,0.9998761216963737,0.9999074350313419,0.9998363570093644
Gaussian,0.0,0.0034054701905347267,0.999935417947142,0.9999512424000851,0.9999152807950971
TinyImageNet (Crop),0.0032,0.015974308543331286,0.9985599800245851,0.9989614274618359,0.9980527981495798
TinyImageNet (Resize),0.004790541229232494,0.01855720004207362,0.9983940874037439,0.998845620232601,0.9978300082871969
LSUN (Crop),0.0099,0.024192562999385374,0.996998040872772,0.9978031931978484,0.9960373656451773
LSUN (Resize),0.0064,0.020010264290104485,0.99821483558697,0.9986717283334106,0.997682736680164
iSUN,0.003473389355742297,0.015444305564881146,0.9987949500636149,0.9992056859627294,0.9982182350513669
Cifar10,0.0274,0.036873570989551324,0.9927885832821143,0.997319160146886,0.9805026410681397
Cifar100,0.0368,0.04286318377381684,0.9912225568531038,0.9966463241533652,0.9774562839513694
imagenet_a,0.019333333333333334,0.03300690432288465,0.9941137471829544,0.9967865826798187,0.9892714818725361
imagenet_o,0.057,0.052776582667486166,0.9872161954517517,0.9979326467917926,0.9329673396780144
All,0.009667255995285371,0.02371074055378055,0.9972763325350884,0.9863649306113712,0.9995792365119038
