,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0021335279655808237,0.9999459818684695,0.9999622566286065,0.9999234463202558
Gaussian,0.0,0.000468899815611555,0.999996389059619,0.9999972715476322,0.9999952520897734
TinyImageNet (Crop),0.0027,0.017026736324523662,0.9985306315304241,0.9989382480483395,0.9979963014713336
TinyImageNet (Resize),0.0034654979105086126,0.01625234447968886,0.9986192166551385,0.9990053157450456,0.998120348778289
LSUN (Crop),0.0118,0.027550460971112477,0.996529094960049,0.9974557222709707,0.9954117036919478
LSUN (Resize),0.004,0.016935894283958204,0.9985450522433927,0.9989394999087998,0.9980335223337058
iSUN,0.0029131652661064425,0.01474803258734348,0.9988399022792891,0.999236933542917,0.9982623542727787
Cifar10,0.044,0.04447166564228642,0.9890751536570374,0.996065677741806,0.9684509107808478
Cifar100,0.0766,0.05670633066994468,0.9853249539028888,0.9944994243439564,0.9615291347050131
imagenet_a,0.034,0.04184609711124769,0.991719524687564,0.9955214761654175,0.9847137108828128
imagenet_o,0.105,0.0695477873386601,0.9798479179471419,0.9967605446116379,0.8966957119392601
All,0.01488054762228569,0.029467627299342186,0.9963865493439912,0.9821954602752682,0.9994414501368767
