,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0012,0.9998833,0.9998791059418582,0.9999179565347969
Gaussian,0.0,0.00105,0.9999244199999999,0.9999076473163507,0.9999539100028092
TinyImageNet (Crop),0.0336,0.041749999999999995,0.9921826000000001,0.9870488632869041,0.9957007532935067
TinyImageNet (Resize),0.023545000509632045,0.03551785750688004,0.9944465803689737,0.99060883581139,0.9969558321865024
LSUN (Crop),0.0551,0.05135,0.98871546,0.9812507817480567,0.993787408793724
LSUN (Resize),0.0136,0.028499999999999998,0.9961372000000001,0.9935044565063365,0.9978769289701764
iSUN,0.016246498599439777,0.03076106442577031,0.9956506890756303,0.9933546502740489,0.9973468017050677
SVHN,0.023240626920712968,0.033326951444376154,0.9952892901044867,0.9785610611321701,0.9990803013036678
Cifar100,0.4574,0.1678,0.9062591200000001,0.9105928624096001,0.8952397221315193
imagenet_a,0.32066666666666666,0.12373333333333333,0.9434725599999999,0.9302379109210546,0.954615821743529
imagenet_o,0.402,0.1537,0.9242640999999999,0.9675991466955152,0.8274856835905031
All,0.06863857671047333,0.05919830508474576,0.9863488523629974,0.8358195292369076,0.9993406506845159
