,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.00039999999999999996,0.9999981800000001,0.9999963741210026,0.9999990898859501
Gaussian,0.0,0.0013,0.9999630199999999,0.9999337621907614,0.999980921450316
TinyImageNet (Crop),0.1421,0.0887,0.9749358,0.9575170449895407,0.9870161677465892
TinyImageNet (Resize),0.15380695138110284,0.09305935174803792,0.9729482009988788,0.9544552558735204,0.9857864916550132
LSUN (Crop),0.2732,0.13155,0.94860336,0.9185626152639345,0.9723118667447131
LSUN (Resize),0.1978,0.10585,0.9658865600000001,0.9443329261351008,0.9820109655890348
iSUN,0.1830812324929972,0.10491148459383753,0.9670071708683473,0.9491464532591916,0.9809857038421244
SVHN,0.10060694529809465,0.07385295021511985,0.9816911570374923,0.9292982877200129,0.9963141376118999
Cifar10,0.8448,0.3123,0.7390548800000001,0.744626090924176,0.6980277155359801
imagenet_a,0.6038666666666667,0.20513333333333333,0.8709274933333332,0.8450787353557793,0.893760338049892
imagenet_o,0.715,0.25575000000000003,0.8153426999999999,0.917978599770525,0.6204122665283294
All,0.20203536259472124,0.11749059193908555,0.956211362887579,0.602860172790866,0.9978223138467043
