,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0005,0.9998275200000001,0.9998725014404309,0.9998033634465455
Gaussian,0.0,0.00015000000000000001,0.9999400199999999,0.9999249181258363,0.9999643703448191
TinyImageNet (Crop),0.0349,0.0418,0.99238632,0.9873792102922759,0.9956810105971466
TinyImageNet (Resize),0.03567424319641219,0.041085281826521255,0.9929442870247682,0.9879194529682259,0.9960165014144171
LSUN (Crop),0.0443,0.046,0.99175404,0.9858515829581006,0.9956753760909232
LSUN (Resize),0.0168,0.03145,0.9956100999999999,0.9927387791101547,0.9973917452272214
iSUN,0.017142857142857144,0.029973669467787116,0.9957812212885154,0.993533260039663,0.9972996204192291
SVHN,0.02954056545789797,0.03202326367547634,0.994180577750461,0.9697064441980194,0.9989039469079608
Cifar100,0.6264,0.2035,0.8690815199999999,0.880137186007738,0.8528270061547992
imagenet_a,0.4261333333333333,0.1439,0.9276336533333334,0.9140416774979763,0.9430274997887091
imagenet_o,0.5935,0.18835000000000002,0.8867069,0.9541341234631366,0.7429636755424941
All,0.08920269429293114,0.06883126624446315,0.9827294944540031,0.7975433019549274,0.999172757195409
