,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0005,0.9998169200000001,0.9998686630051297,0.9997591191022788
Gaussian,0.0,0.0001,0.99992268,0.9999127904353711,0.9999511356493379
TinyImageNet (Crop),0.0367,0.0429,0.9920607,0.9869217541026182,0.9954742099265044
TinyImageNet (Resize),0.03669350728773825,0.0419497298950158,0.9926110692080319,0.9874259898472705,0.9958040777467481
LSUN (Crop),0.0447,0.046549999999999994,0.9916496800000001,0.9857098749438965,0.9956162018388763
LSUN (Resize),0.0175,0.0323,0.99533066,0.9923219264045193,0.9972100402899007
iSUN,0.01815126050420168,0.031086274509803922,0.995538151260504,0.9931946058339444,0.9971236019843879
SVHN,0.02915642286416718,0.03158546404425323,0.9942911339889366,0.9703372837629407,0.9989243990149042
Cifar100,0.626,0.20289999999999997,0.86939084,0.8805748605156378,0.8529865774642877
imagenet_a,0.42573333333333335,0.14353333333333335,0.9276312533333333,0.9141790251376896,0.9429394027465305
imagenet_o,0.5955,0.18745,0.887123,0.9544070329723767,0.7428552395513776
All,0.08954131127136948,0.0689959988285683,0.9826601841344219,0.798277541053986,0.9991681944046646
