,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0026499999999999996,0.9998664399999999,0.9997725414515592,0.9999298928415411
Gaussian,0.0,0.0035,0.99982456,0.9997008608475758,0.999907878586549
TinyImageNet (Crop),0.077,0.05905,0.98660874,0.978445595521687,0.9926878744812648
TinyImageNet (Resize),0.060850066252165935,0.052378626032004896,0.9892736724085212,0.9821779150521067,0.994186870070014
LSUN (Crop),0.0848,0.06125,0.98541586,0.9758110917292109,0.9921318904345657
LSUN (Resize),0.035,0.0418,0.9928822399999999,0.9881143341405942,0.9961859436913756
iSUN,0.04224089635854342,0.04468263305322129,0.9917534341736695,0.987493971146784,0.9950729931830067
SVHN,0.03622464658881377,0.04189366933005531,0.9935456976029502,0.9732616125378468,0.9987205316395362
Cifar100,0.5104,0.1745,0.90104032,0.9070652124616612,0.8881463193004103
imagenet_a,0.37466666666666665,0.12843333333333332,0.9386048,0.9266785782002573,0.9504524786470769
imagenet_o,0.4395,0.154,0.9216529,0.9672159120701618,0.8210586768301571
All,0.09267123036936706,0.0678131456602116,0.9834092945784675,0.8253221012339896,0.999188788017369
