,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0014,0.016598678549477566,0.9983175092194222,0.9988087692497145,0.9976878324314629
Gaussian,0.0012,0.016726121696373695,0.9984379071911493,0.998886004110169,0.9978702239794592
TinyImageNet (Crop),0.0498,0.04710519360786724,0.9878862323294407,0.9919092568082326,0.9814974880253223
TinyImageNet (Resize),0.0521863214758944,0.04783838800408232,0.9877521981679933,0.9918759976107983,0.9813121265507586
LSUN (Crop),0.0823,0.06121309157959434,0.9837483712354025,0.9884998728858392,0.9772965895913219
LSUN (Resize),0.0866,0.05908073140749846,0.9827430854333128,0.9883898252294766,0.9736179598519579
iSUN,0.06330532212885154,0.05152851306472189,0.9863859692617059,0.9917851208624628,0.9769372925205444
Cifar10,0.1132,0.06599102642901045,0.9775651198524894,0.9918293736647892,0.9320182909370093
Cifar100,0.1256,0.06909895513214506,0.9753879840196681,0.9906661133145421,0.9300249215420374
imagenet_a,0.0988,0.06371888957180905,0.9793095472239296,0.9890158061529986,0.9579024406427886
imagenet_o,0.163,0.07702274124154887,0.9701555777504609,0.9951281784201211,0.8326388997993679
All,0.06291083004669296,0.0528586338815948,0.9866217975091274,0.9504003214371833,0.9976912524021792
