,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0005499999999999999,0.99999914,0.9999982825461171,0.9999995700128753
Gaussian,0.0,0.00135,0.99998096,0.9999629458283879,0.999990418986684
TinyImageNet (Crop),0.1235,0.08035,0.9785011000000001,0.9628608532386775,0.9889610578365653
TinyImageNet (Resize),0.12924268678014472,0.0824378146977882,0.9776318010396495,0.9613094001848214,0.9884037368875731
LSUN (Crop),0.277,0.1328,0.9477504999999999,0.9165298158392865,0.9720135822267146
LSUN (Resize),0.1673,0.0935,0.9720028200000002,0.9533502540702866,0.9853891860964286
iSUN,0.15675070028011204,0.09383893557422969,0.9722930196078431,0.9562832906162199,0.9842219741298538
SVHN,0.09734173325138291,0.0720841118623233,0.9824754609711126,0.9326991745247034,0.9964707311742796
Cifar10,0.8524,0.3117,0.73853056,0.7469885178039797,0.6962883680870094
imagenet_a,0.6109333333333333,0.20526666666666665,0.87013008,0.8438548232298713,0.8933761526051833
imagenet_o,0.715,0.25835,0.8154414999999999,0.918022924160528,0.6204265664403381
All,0.193588241754219,0.11284147234322948,0.9579832942856098,0.6086479370255948,0.9979229287003262
