,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.00055,0.9998214,0.9998694629673582,0.9997820274451718
Gaussian,0.0,0.0001,0.9999282999999999,0.9999164822364589,0.9999556137716553
TinyImageNet (Crop),0.0361,0.04245,0.9921933000000001,0.9871033077404765,0.9955626874029
TinyImageNet (Resize),0.036591580878605645,0.04158720823565386,0.992738293751911,0.9876056284154511,0.9958930525055141
LSUN (Crop),0.0447,0.04645,0.9916964800000001,0.9857731665412788,0.9956429551877548
LSUN (Resize),0.0175,0.032049999999999995,0.9954400600000001,0.9924822771046495,0.9972857002016335
iSUN,0.01781512605042017,0.03081232492997199,0.9956402913165266,0.9933342418384129,0.9972024802719139
SVHN,0.029348494161032575,0.0318159496004917,0.9942208666256915,0.9699306001404375,0.9989114419482135
Cifar100,0.6264,0.2036,0.8690906800000001,0.8801645836364898,0.8528203481006984
imagenet_a,0.4272,0.14366666666666666,0.9275567733333334,0.9140081745061872,0.9429419459243042
imagenet_o,0.596,0.18864999999999998,0.8865474999999999,0.9540998759624568,0.7423643253812895
All,0.08962367756342204,0.06904275725738551,0.9826611835120986,0.797525339880082,0.9991688120589619
