,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.00385,0.9996095400000001,0.9995132848093196,0.999736644209766
Gaussian,0.0,0.00395,0.99968166,0.9995798571654607,0.9998009342265004
TinyImageNet (Crop),0.0781,0.058800000000000005,0.9861101600000001,0.9780157552406894,0.9922217868381009
TinyImageNet (Resize),0.05952502293344206,0.05195831209866476,0.9892758332483946,0.9824040740695438,0.9940815102867093
LSUN (Crop),0.0821,0.05815,0.98529204,0.9769440724569418,0.9917390897754759
LSUN (Resize),0.0279,0.0377,0.9938862999999999,0.98999922538165,0.9966306712684586
iSUN,0.03260504201680672,0.040047619047619054,0.99306043697479,0.9896072692018779,0.9957630970234596
SVHN,0.030500921942224955,0.03851690227412416,0.993894176398279,0.9753760210931914,0.9987673273038677
Cifar100,0.494,0.1695,0.9041542800000001,0.9086438683577254,0.8910427058554935
imagenet_a,0.3641333333333333,0.12776666666666667,0.9402342133333332,0.9277808089456026,0.9509272199996717
imagenet_o,0.4305,0.1513,0.9236618000000001,0.9676682273321136,0.8222922527428517
All,0.08796719991214262,0.06503110883332723,0.9838887084965408,0.8284024617600446,0.9992040928721418
