,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.00045,0.99983296,0.9998740364411531,0.99982102803057
Gaussian,0.0,0.0001,0.9999522000000001,0.9999353179972936,0.9999726925180075
TinyImageNet (Crop),0.0342,0.041249999999999995,0.9925339599999999,0.9876037251292231,0.9957652123022975
TinyImageNet (Resize),0.03485883192335134,0.04072661298542452,0.9930739578024667,0.9881141261274211,0.9960943091401128
LSUN (Crop),0.0427,0.0458,0.99184786,0.9860228223782064,0.9957232218943644
LSUN (Resize),0.0164,0.031,0.99572166,0.9929121259465741,0.9974572534155064
iSUN,0.01647058823529412,0.029485714285714285,0.9958729859943979,0.9936651863818753,0.9973582330927503
SVHN,0.029233251382913338,0.031819913952059006,0.9942483558696987,0.9701245131227987,0.9989162962079925
Cifar100,0.6238,0.20290000000000002,0.8698379999999999,0.8809348630216627,0.8535052436551139
imagenet_a,0.4242666666666667,0.14276666666666665,0.9281224000000001,0.914707868048448,0.9433588377505047
imagenet_o,0.59,0.18730000000000002,0.8878518,0.9546933292725919,0.7447836464864573
All,0.0884430940440019,0.0684599480177179,0.9828878189405864,0.799236318507144,0.9991806932336236
