,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.004607897971727105,0.9998573601720959,0.9998938904468084,0.9998108883436823
Gaussian,0.0,0.0037158266748617084,0.9999235556238475,0.9999425355779383,0.9998993830203933
TinyImageNet (Crop),0.0036,0.01670964966195452,0.9984146204671174,0.9988591840020646,0.9978512681949772
TinyImageNet (Resize),0.005605952502293344,0.019425876791080994,0.9982030380334606,0.9987109816164088,0.997567504937983
LSUN (Crop),0.0107,0.024913890596189307,0.9968513521819299,0.9976952243577706,0.9958465778962888
LSUN (Resize),0.0071,0.020689520590043024,0.9980184234787953,0.998526837093618,0.9974274100584373
iSUN,0.004145658263305322,0.016038088867999567,0.9986605926943609,0.9991182990810745,0.99801795006999
Cifar10,0.0302,0.03842722802704364,0.9921526275353412,0.9970832677614392,0.9787236606981484
Cifar100,0.0404,0.04474855562384757,0.990486708666257,0.9963634048451175,0.9755182904828118
imagenet_a,0.0212,0.03422499487809875,0.993669934439664,0.996546676964483,0.9884389407568638
imagenet_o,0.064,0.055446066379840196,0.9861024124154887,0.9977443437032639,0.9275976975740649
All,0.010721247563352826,0.02453496926009431,0.9970419661965385,0.9852882612495433,0.99954208926247
