,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0005,0.99981694,0.9998688423715071,0.9997587258843001
Gaussian,0.0,0.0001,0.99991976,0.9999109631602308,0.9999487272855189
TinyImageNet (Crop),0.0366,0.04285,0.9920777399999999,0.9869465515591642,0.9954769858357917
TinyImageNet (Resize),0.03699928651513607,0.04179298746305168,0.9926202018142899,0.9874372456692505,0.9958007371157657
LSUN (Crop),0.0448,0.0464,0.99168004,0.9857580803523421,0.9956321202642178
LSUN (Resize),0.0177,0.0322,0.9953583,0.9923684700098393,0.9972156169259956
iSUN,0.01815126050420168,0.030856302521008405,0.9955624425770309,0.9932315756110066,0.9971318804657083
SVHN,0.02915642286416718,0.03161103257529195,0.9942959434542101,0.9702959070266962,0.9989256895246663
Cifar100,0.6266,0.2037,0.86891624,0.8800627203041312,0.852512276357302
imagenet_a,0.4278666666666667,0.14413333333333334,0.9274024799999999,0.9138884923593276,0.9427813768928601
imagenet_o,0.5955,0.18864999999999998,0.8863593000000001,0.9540447740671576,0.74174615335015
All,0.08976095471684299,0.06916329758026138,0.9826193377750119,0.797471903640415,0.9991663320927275
