,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0037,0.99981896,0.9996959122309037,0.999904487997297
Gaussian,0.0,0.0033,0.99987398,0.9997756232756387,0.9999348937904667
TinyImageNet (Crop),0.0861,0.060450000000000004,0.98514072,0.9767979738881312,0.9916875112482018
TinyImageNet (Resize),0.06615023952706146,0.05486899398634186,0.9881210070329222,0.9809791193699489,0.9934137151769069
LSUN (Crop),0.0842,0.0589,0.9856120399999998,0.976891529224154,0.9921300751105906
LSUN (Resize),0.0394,0.04305,0.992144,0.98735374478424,0.995710029525279
iSUN,0.04627450980392157,0.045787394957983195,0.9911133445378152,0.9869922305472968,0.9945823493947148
SVHN,0.036339889366933005,0.04146960663798402,0.993408212968654,0.9722018446579336,0.998698557515985
Cifar100,0.4872,0.1642,0.90762024,0.9132365432655274,0.8951314764741116
imagenet_a,0.3736,0.12783333333333333,0.9389464266666667,0.9263705464083347,0.9504076333032497
imagenet_o,0.4275,0.1445,0.9244692,0.9682251700897289,0.8245687813717916
All,0.0933301607057876,0.06762674891093458,0.9834130687850057,0.8290540762317296,0.9991840967213351
