,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.00045,0.99999838,0.9999967658012703,0.9999991902304333
Gaussian,0.0,0.0012,0.99998952,0.9999793687515492,0.9999947428232424
TinyImageNet (Crop),0.1275,0.08285000000000001,0.97776038,0.9618966671047982,0.9885245664992255
TinyImageNet (Resize),0.13902762205687494,0.08637249006217511,0.9760580776679237,0.9589508817887706,0.9875199917092934
LSUN (Crop),0.2565,0.1255,0.95289644,0.9249859156017087,0.9746909956387992
LSUN (Resize),0.1694,0.09609999999999999,0.9711135400000002,0.9518905565929018,0.9848975338377897
iSUN,0.16168067226890756,0.0971812324929972,0.9711245266106443,0.9548076908802495,0.983480381273256
SVHN,0.09061923786109403,0.06882095881991396,0.9832301398279042,0.9336784134012865,0.9966512336120653
Cifar10,0.8486,0.31120000000000003,0.7408031199999999,0.7510691994574106,0.6979087012497132
imagenet_a,0.6005333333333334,0.2035,0.8726762666666668,0.8464006344217565,0.8952132504554442
imagenet_o,0.717,0.26165,0.8125859999999999,0.9166822580299416,0.6151360602439274
All,0.19109894937218583,0.11378031628656149,0.958475321228539,0.6133140211004375,0.9979474259297122
