,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0001,0.99999986,0.9999997203914519,0.9999999299859944
Gaussian,0.0,0.00045,0.9999943200000001,0.9999891061799895,0.9999971295442538
TinyImageNet (Crop),0.1661,0.0958,0.9719776200000001,0.9528842323274411,0.9854630327282945
TinyImageNet (Resize),0.1728671898889002,0.09859490367954336,0.9708355723167872,0.9511490301413454,0.9847175289641815
LSUN (Crop),0.3488,0.15195,0.9336810200000001,0.8989282868295396,0.9630799553326768
LSUN (Resize),0.1932,0.10565,0.9677615399999999,0.9468572031708514,0.9831843508266203
iSUN,0.18868347338935573,0.10615126050420168,0.967154913165266,0.9490500325778234,0.9812230365784185
SVHN,0.27277965580823604,0.12303183773816839,0.95273528733866,0.8618029519166079,0.9894376210614979
Cifar10,0.8458,0.3023,0.74986312,0.7592171108526263,0.7079514110493316
All,0.21841672680619037,0.11848705797450085,0.9566372945232938,0.6512645892817582,0.9976058168289506
