,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.00280999999999999,0.999787192,0.9997084472482713,0.9998689902569154
Gaussian,0.0,0.0029749999999999998,0.999815152,0.999727755152038,0.9998929504278719
TinyImageNet (Crop),0.07509,0.05691999999999999,0.9862497359999999,0.978583639419899,0.9921987042118202
TinyImageNet (Resize),0.059158087860564625,0.05138771582917127,0.9888277056365304,0.982178913734584,0.993694650588729
LSUN (Crop),0.07764000000000001,0.05817999999999999,0.9858692939999999,0.9772325562661051,0.992206610229613
LSUN (Resize),0.03432,0.040514999999999954,0.9925108739999999,0.9880660833509349,0.9957973464838281
iSUN,0.04062745098039211,0.04339134453781508,0.9916230229691877,0.9878143353280855,0.9947734147532721
SVHN,0.03293638598647814,0.03998419176398273,0.9937657513829133,0.9738321696671942,0.9987614884184752
Cifar100,0.4811599999999999,0.16804,0.9055061600000001,0.9103910554631781,0.8935155009095235
imagenet_a,0.3469066666666666,0.12443666666666661,0.9417637253333334,0.9292214354466598,0.9529718966698899
imagenet_o,0.4184,0.15002500000000002,0.9240006700000001,0.9677298559197581,0.8252133837247044
All,0.08708221986308888,0.06550200351429511,0.9838417166965625,0.8291413376256191,0.9992036214789592
