,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.00015000000000000001,0.99999978,0.999999559959752,0.9999998900609484
Gaussian,0.0,0.0001,0.9999999,0.9999998000079792,0.9999999500159936
TinyImageNet (Crop),0.1625,0.0895,0.9723411399999999,0.954404962794701,0.9853533993180172
TinyImageNet (Resize),0.16736316379573948,0.09224184079094894,0.9718580165120785,0.9542209260721689,0.9849373744997898
LSUN (Crop),0.285,0.1313,0.9468888999999999,0.9152204439852966,0.9712079876387545
LSUN (Resize),0.1793,0.09670000000000001,0.9684851600000002,0.9475100478604408,0.9834995558173358
iSUN,0.1949579831932773,0.1006798319327731,0.9653072044817925,0.9464170296747839,0.9799307651076947
SVHN,0.15607713583282115,0.08947366318377381,0.9719691456668715,0.9011026017841092,0.9941676978175154
Cifar10,0.8708,0.3402,0.6983461599999999,0.6931421405673441,0.6621280374967957
imagenet_a,0.6141333333333333,0.20526666666666665,0.8689264266666668,0.8417005291376394,0.8925104324670623
imagenet_o,0.7385,0.27405,0.7991435,0.908064151682748,0.5995775803996671
All,0.22101621700772414,0.11972484899513125,0.951208783907457,0.5508075794352811,0.9975543558887962
