,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.643,0.1372,0.9106228199999999,0.904140572199931,0.9118129881779059
Gaussian,1.0,0.32505,0.57270964,0.6122587410973988,0.6378135132895832
TinyImageNet (Crop),0.6789,0.23904999999999998,0.8406449599999999,0.7895300946395903,0.8930822141818018
TinyImageNet (Resize),0.7610844969931709,0.2613978697380491,0.8083277749464887,0.758477973626856,0.8628060457720205
LSUN (Crop),0.5897,0.2099,0.8722773399999999,0.8264914784818441,0.918718254864186
LSUN (Resize),0.7865,0.26375,0.8029491,0.7496785290296597,0.8580078911068525
iSUN,0.8112044817927171,0.26390868347338936,0.7963626890756302,0.7616380858198051,0.8346042819436261
SVHN,0.39954671173939765,0.159020159803319,0.92329680393362,0.8000837511473288,0.9817469525048041
Cifar10,0.8038,0.29269999999999996,0.7635774399999999,0.7704912747203081,0.7270253870447596
All,0.6626172720712052,0.2583778445994708,0.830759652393553,0.4302033678843057,0.9877715186797296
