,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.0003804855562384757,0.9999882682851875,0.9999918076611602,0.999983624520509
Gaussian,0.0,7.682851874615857e-05,0.9999998309772588,0.9999998703419983,0.9999997798137519
TinyImageNet (Crop),0.001,0.009048125384142593,0.9994916871542717,0.9996294626247014,0.9992999338905209
TinyImageNet (Resize),0.000407705636530425,0.008802010268193002,0.9996041816014124,0.999714976241487,0.9994519069964999
LSUN (Crop),0.0044,0.017335279655808236,0.9982564151813152,0.9987100795671847,0.9976830337625568
LSUN (Resize),0.0002,0.006656668715427166,0.9997537338660111,0.9998227390283307,0.9996551011256611
iSUN,0.0004481792717086835,0.006748195283030237,0.9997377844807254,0.9998287379693063,0.9995965253009603
Cifar10,0.015,0.030816902274124154,0.9945661493546405,0.9980469458987224,0.9837306699993233
Cifar100,0.0432,0.04588875230485556,0.9905091425937308,0.9964255949170459,0.974936793388228
imagenet_a,0.0156,0.03006162671583692,0.9953977873386601,0.9975109450624072,0.9913011380272267
imagenet_o,0.078,0.05985940381069453,0.9858088122311002,0.9977253261090235,0.926224483433197
All,0.0071172763951221725,0.01975123156195656,0.9980864181974067,0.9897652167093528,0.999708144826509
