,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.004159127228027044,0.9999044253226798,0.9999281554915325,0.9998743624355462
Gaussian,0.0,0.002932913337430854,0.9999577443146896,0.9999679666179786,0.999944692558342
TinyImageNet (Crop),0.0031,0.015500522433927475,0.9986546481253842,0.9990264353415108,0.9981885484603654
TinyImageNet (Resize),0.0037712771379064315,0.017904925056524676,0.9985186919690573,0.9989316319254702,0.998006058128813
LSUN (Crop),0.0095,0.023975476336816227,0.9970689996926859,0.997853628547257,0.9961354760149848
LSUN (Resize),0.0056,0.018920036877689,0.998405577750461,0.9988110335149604,0.9979344244622435
iSUN,0.00257703081232493,0.01442311036276834,0.9989329401090491,0.9992944092185516,0.9984274673903706
Cifar10,0.0266,0.03711929932390903,0.99282758143823,0.9973358709112875,0.9806226442890387
Cifar100,0.0368,0.04287295636140135,0.9912269207129686,0.996656844726414,0.9774361117582131
imagenet_a,0.018533333333333332,0.03251667691046917,0.9941555214095472,0.9968068565610785,0.9893791409382238
imagenet_o,0.059,0.05294852489244008,0.9870935387215735,0.9979112707592195,0.9324237160392763
All,0.009247926016591867,0.02347083210632,0.9973534988917384,0.9866491264805594,0.999592336246995
