,Uniform,Gaussian,TinyImageNet (Crop),TinyImageNet (Resize),LSUN (Crop),LSUN (Resize),iSUN,SVHN,Cifar10,All
Max_out,0.86571183,0.45853056999999997,0.8132543099999999,0.7951324839465905,0.7526936499999999,0.7795426700000001,0.7774962128851541,0.7958196296865395,0.77015218,0.7618180809477988
Max_relu_32,0.0021930499999999993,2.180000000000004e-06,0.08375761000000001,0.033077484456222606,0.55252506,0.0200276,0.03371941736694678,0.9482068454210204,0.5300575999999999,0.34624862280490737
Max_relu_0,0.00059288,1.9999999999997797e-08,0.05021813,0.015271898889002145,0.49610399,0.006634719999999993,0.01206395518207283,0.9390662876459742,0.51029112,0.32866480234143214
Max_relu_1,0.0,0.0,0.025652940000000006,0.0067915197227601636,0.48605453,0.002046719999999989,0.006457411764705878,0.9710011716349108,0.49937677999999996,0.3311261356346724
Max_relu_2,5.261999999999998e-05,0.0,0.06540090000000001,0.0213548058301906,0.5791824999999999,0.009913499999999995,0.020138464985994406,0.9831557621389059,0.47753164000000003,0.3499710528425948
Max_relu_3,1.222000000000001e-05,0.0,0.024023310000000003,0.007273468555702786,0.43481230000000004,0.0025580799999999895,0.006585142857142854,0.9670752842655194,0.5071040800000001,0.32530085498356187
Max_relu_4,1.4039999999999966e-05,0.0,0.02126816,0.0053404138212210794,0.43100762,0.0020442399999999945,0.005702969187675069,0.9889848110018439,0.50208208,0.32978808235105445
Max_relu_5,4.902e-05,0.0,0.04473147,0.018209336459076547,0.49091210999999996,0.012052019999999997,0.01805509243697479,0.9626758835279655,0.49963769999999996,0.33453418731456985
Max_relu_6,0.00015643999999999993,2.9999999999996695e-07,0.05784137,0.019377729079604528,0.6232625999999999,0.01383382,0.022087742296918764,0.9505635448678549,0.49446414,0.346359395798252
Max_relu_7,0.0060071199999999995,0.0011815299999999999,0.32990834,0.2507114055651819,0.7385728499999998,0.23813884999999999,0.2571024761904762,0.8471465657652122,0.49006207999999996,0.42494272612460915
Max_relu_8,0.006683439999999999,0.0007831599999999998,0.5529670099999999,0.489594006727143,0.7930470000000001,0.49217522999999996,0.5233188459383753,0.8970341733251382,0.5009846,0.5391217875471093
Max_relu_9,0.014609440000000001,0.00415863,0.37716441,0.29631680766486596,0.7747287600000001,0.27961223,0.3030029579831932,0.8762544022741242,0.49528912,0.45506876453371825
Max_relu_10,0.75037355,0.54229094,0.7100633900000001,0.7121082662317807,0.82791366,0.6360962400000001,0.6865440896358543,0.8750642248002457,0.5200015,0.7333108551840269
Max_relu_11,0.015423429999999998,0.00407438,0.35630323,0.2769650086637448,0.7674453000000001,0.25609821,0.2756055798319328,0.8647819452980945,0.48098648,0.4418998576697939
Max_relu_12,0.66824827,0.4747574600000001,0.6961925999999999,0.696881204770156,0.8520010899999999,0.60818957,0.6525286610644258,0.8648874385371852,0.46981244,0.7068260534439901
Max_relu_13,0.023796789999999998,0.0068848799999999995,0.38166712999999997,0.3016890938742228,0.78475493,0.28994222000000003,0.3058230476190476,0.8523315842040565,0.48671400000000004,0.45286331990217304
Max_relu_14,0.15548675,0.06655146999999999,0.53682355,0.4996494139231475,0.78730065,0.47994922,0.5044941400560223,0.7673352220344192,0.5032241199999999,0.5227846413679738
Max_relu_15,0.14279552,0.06335763,0.28453127999999994,0.213095770054021,0.7335092400000001,0.25320452000000004,0.2396405602240896,0.7876912108174554,0.52983152,0.42255825214497633
Max_relu_16,0.25456763,0.05227873,0.39513015,0.3341929263072062,0.7575066500000001,0.42055831,0.36341334453781515,0.8285632145052244,0.514615,0.49579903576297
Max_relu_17,0.25143883,0.11586650000000001,0.33058175,0.26777326470288454,0.74128394,0.31127005,0.30057177591036416,0.8428072871850031,0.5373614600000001,0.4755122273674926
Max_relu_18,0.6981063399999999,0.38050501000000003,0.65403422,0.6151048415044338,0.84699493,0.65185994,0.6354799663865547,0.925484138752305,0.4975695,0.7076568368615187
Max_relu_19,0.35069355,0.18162326,0.41464469000000004,0.3592228111303639,0.77231095,0.40027604,0.3931027114845938,0.8611431853103871,0.52709362,0.5340490848769144
Max_relu_20,0.54905122,0.40857955,0.73282139,0.7172261135460198,0.8434611399999999,0.69877921,0.7244041904761904,0.84957133143823,0.5073482,0.7064561763290835
Max_relu_21,0.47944685000000004,0.29093011,0.48214396,0.43076608908368164,0.80350321,0.46984572999999996,0.4649061960784314,0.8652795098340504,0.5437023400000001,0.5901461430518804
Max_relu_22,0.9104207,0.8967747699999999,0.81576642,0.8071997961471816,0.87907328,0.80718103,0.8317046834733893,0.8370158343577135,0.5192346999999999,0.8301252225162377
Max_relu_23,0.57324465,0.39142134000000006,0.56324081,0.520700356742432,0.82474328,0.5509829900000001,0.5524779159663865,0.8503107367854947,0.55843014,0.6415205987891909
Max_relu_24,0.95298599,0.9442774300000001,0.8182400599999999,0.8132557741310774,0.8784711799999999,0.80157473,0.8268844033613445,0.9130225645359556,0.51527802,0.8585767290113061
Max_relu_25,0.57180432,0.39471455,0.57790169,0.5376296809703395,0.8253362999999999,0.55761933,0.5679544649859944,0.8577399008912108,0.55716722,0.6488248887418813
Max_relu_26,0.54394053,0.6008368799999999,0.63930558,0.6178477219447558,0.781013,0.63388431,0.6484960000000001,0.7706416180086048,0.55568024,0.6683413278806831
Max_relu_27,0.84494661,0.88914115,0.72972652,0.6878806747528284,0.8297143100000001,0.7094852399999999,0.7201864985994397,0.7626836816226183,0.6137683199999999,0.7630665473899446
Max_relu_28,0.9334846800000001,0.9097223299999999,0.7033421699999999,0.631690480073387,0.78085252,0.6521008100000001,0.6284863529411765,0.7840642132759681,0.6202148,0.752882835177612
Max_relu_29,0.95728857,0.93725867,0.79373574,0.7431301192538988,0.83851414,0.76710363,0.76048681232493,0.8303206899200983,0.6775045599999999,0.822103609373747
Max_relu_30,0.8901173299999999,0.90909004,0.81039929,0.7998300988686169,0.7985451299999999,0.7960543099999999,0.799077131652661,0.7904845805162877,0.67071486,0.8114067276080505
Max_relu_31,0.6712165,0.48564117,0.7721901,0.7815489552543065,0.6454219999999999,0.7719272699999999,0.7651931428571429,0.6753050745236632,0.7010784999999999,0.6920658948761127
Min_out,0.16220613,0.10115148,0.51595293,0.5768538579145857,0.43579415,0.57558559,0.5599901400560224,0.4063675514751076,0.53065946,0.4189337803704595
Min_relu_32,0.00155226,5.551999999999999e-05,0.3317027,0.20629061257771888,0.65796304,0.11329432,0.15016207282913166,0.8431284227105103,0.51899238,0.3904365437815732
Min_relu_0,0.00271831,4.999999999999894e-07,0.08911606,0.03369462847823872,0.54341443,0.01636404,0.030571450980392156,0.927413721573448,0.52060428,0.33943766538369013
Min_relu_1,0.00012534,0.0,0.044336020000000004,0.011587809601467738,0.56075385,0.0060145599999999935,0.012358252100840336,0.9710922403196066,0.48464532,0.3411813697778847
Min_relu_2,0.0,0.0,0.06036156,0.01660212006930996,0.58183688,0.0038749199999999996,0.012028851540616243,0.9775497387830362,0.46838451999999997,0.34600745629861285
Min_relu_3,6.399999999999962e-07,0.0,0.02366978,0.005939048007338697,0.46530996,0.00226703999999999,0.006357803921568622,0.9909494045789796,0.4990537,0.333966291796969
Min_relu_4,0.0,0.0,0.022679320000000003,0.005327662827438592,0.45906499,0.0018763199999999997,0.005026599439775917,0.9928024124154886,0.48058246000000004,0.33258041756875945
Min_relu_5,5.178e-05,0.0,0.045342629999999995,0.012675772092549182,0.5474043800000001,0.004397759999999987,0.010278072829131651,0.9885181584204056,0.45612458,0.34281319561382406
Min_relu_6,0.00039471999999999993,1.3999999999998458e-07,0.12250588999999998,0.0570100703292223,0.6925949599999999,0.05380977,0.06793719887955182,0.9315221419791024,0.52586734,0.36822870259000884
Min_relu_7,0.00055188,2.8399999999999982e-06,0.11135703,0.0438517276526348,0.66434084,0.04336483,0.05525212324929973,0.7613136524277813,0.5182228600000001,0.31602477748376234
Min_relu_8,0.0004837599999999999,4.839999999999978e-06,0.56942231,0.5104931607379473,0.81728951,0.53509989,0.5613719775910364,0.8831150622311003,0.5301810600000001,0.5500947498195815
Min_relu_9,0.00970427,0.00209886,0.53349972,0.47321370910202837,0.76895705,0.45686631,0.48953035294117647,0.8893528234480639,0.5170446399999999,0.5258186602918772
Min_relu_10,0.07858876,0.00883424,0.49444815000000003,0.4165073183161757,0.8021559099999999,0.39203091000000007,0.41025360224089635,0.7910258988936694,0.49439868000000003,0.48685376072488173
Min_relu_11,0.95954196,0.8441589300000001,0.6449391899999999,0.6295284782387116,0.77617141,0.58043811,0.6495749915966387,0.7698137638291334,0.5318845799999999,0.7289458694170476
Min_relu_12,0.2459093,0.10213602000000001,0.45139234,0.38269673835490775,0.8072788500000001,0.26031287999999997,0.322280649859944,0.9345671366011064,0.46634155999999993,0.5208247724721354
Min_relu_13,0.7254112099999999,0.22014085,0.71853966,0.7030097849352768,0.8623576199999999,0.62911979,0.6614085490196078,0.9144687653657038,0.4877456,0.7076434377756395
Min_relu_14,0.00501104,0.00036159999999999995,0.07469918,0.023082621547242888,0.6031721900000001,0.016953079999999992,0.02613596638655462,0.4633572641364475,0.53722928,0.22261607629700908
Min_relu_15,0.012049599999999997,0.00138726,0.29650520999999996,0.22277292834573437,0.67532234,0.20495574000000003,0.23219206722689076,0.6124028695451752,0.49232934,0.34644233722235585
Min_relu_16,0.34374616,0.07017304999999999,0.46851642,0.39869974518397716,0.7736473200000001,0.39523055999999995,0.39302019047619047,0.7103049592808852,0.51015996,0.49087825755753356
Min_relu_17,0.14720853,0.06083735,0.38818887,0.34995247171542143,0.70221284,0.38629648999999994,0.36170360784313726,0.5743478948985863,0.52686592,0.4119034479993585
Min_relu_18,0.47957552,0.08618002,0.5894008,0.529521975333809,0.8119684199999999,0.53019103,0.5621719551820729,0.9140535341118623,0.48805938000000004,0.6156344840028867
Min_relu_19,0.15664922,0.014340919999999998,0.67162621,0.6251870451533992,0.8438422299999999,0.69596124,0.6579322240896358,0.9130426244622003,0.54440594,0.6246522802902734
Min_relu_20,0.9626528500000001,0.9127015300000001,0.6813380600000001,0.6685040974416471,0.84641943,0.65362508,0.686595294117647,0.7494551014136448,0.48161218,0.7534660642691043
